 0,"[759.928466796875, 123.86181259155273]","[1835.1337890625, 685.7121276855469]","[1000.2539978027344, 126.00561141967773]","[2126.350830078125, 764.6376342773438]","[719.0083618164062, 221.14791107177734]","[30.571355909109116, 390.5901794433594]","[1663.4810791015625, 798.5747375488281]","[1897.6322021484375, 173.31028747558594]"
11,"[994.9021606445312, 124.22330093383789]","[755.5838012695312, 121.28544998168945]","[2126.235595703125, 764.4723510742188]","[713.5841064453125, 218.56626892089844]","[1928.0077514648438, 177.8799285888672]","[31.30669330060482, 391.0699768066406]","[954.4929504394531, 106.8496322631836]","[1837.5507202148438, 670.6570129394531]","[1935.3001098632812, 740.6627197265625]","[1663.2857666015625, 802.6406555175781]","[1894.9185180664062, 162.1030502319336]"
12,"[994.8444213867188, 123.43643951416016]","[755.4559020996094, 120.03697204589844]","[2125.8885498046875, 764.1470947265625]","[713.7729797363281, 217.53919219970703]","[1925.9830932617188, 176.97225952148438]","[30.848074197769165, 391.001708984375]","[1834.466064453125, 670.5901489257812]","[1934.4794311523438, 741.9850158691406]","[1661.3203125, 801.2726135253906]","[1895.0903930664062, 161.71294403076172]"
13,"[993.8595275878906, 123.17574310302734]","[754.5399780273438, 118.63825607299805]","[2125.63232421875, 765.1116333007812]","[713.9372253417969, 217.57269287109375]","[1924.9337158203125, 177.43167114257812]","[30.87575787305832, 391.0035705566406]","[1832.7879638671875, 672.9303588867188]","[1932.3988647460938, 744.6321411132812]","[1660.3050537109375, 802.8080749511719]","[1894.9434204101562, 161.2084732055664]"
14,"[993.4007568359375, 122.23279571533203]","[755.6231384277344, 118.24144744873047]","[2126.3416748046875, 765.6636962890625]","[715.8609924316406, 217.67414093017578]","[1925.11181640625, 177.79248809814453]","[31.62203922867775, 391.3199157714844]","[1830.7630004882812, 672.4462890625]","[1933.0188598632812, 743.1438598632812]","[1659.2874755859375, 801.817626953125]","[1895.3553466796875, 160.47748565673828]"
15,"[996.6008911132812, 124.41781997680664]","[757.9606018066406, 117.70724868774414]","[2127.109619140625, 766.0286560058594]","[717.1670837402344, 217.18685150146484]","[1925.8054809570312, 177.17752838134766]","[31.52449206262827, 391.2046661376953]","[1831.2657470703125, 669.3083190917969]","[1931.6777954101562, 742.01220703125]","[1658.5894165039062, 801.1741943359375]","[1895.2294311523438, 160.94529724121094]"
16,"[759.6241149902344, 116.41800689697266]","[1954.8259887695312, 857.8513488769531]","[1831.780029296875, 683.203125]","[982.0928344726562, 112.83339309692383]","[2126.811767578125, 766.3524475097656]","[716.3485107421875, 216.13021087646484]","[1925.3993530273438, 177.634033203125]","[32.53257878869772, 390.7881774902344]","[1930.4435424804688, 741.9862670898438]","[1657.1864013671875, 801.096435546875]","[1895.4454345703125, 160.3081283569336]"
17,"[761.8659362792969, 114.34140396118164]","[1955.3485107421875, 859.2438354492188]","[1832.4024658203125, 682.8531494140625]","[983.1307678222656, 113.75693893432617]","[2127.09814453125, 766.2570495605469]","[717.5390930175781, 214.08023834228516]","[1923.8939208984375, 177.27743530273438]","[31.59021084010601, 390.6450653076172]","[1926.9970703125, 741.5577087402344]","[1656.847412109375, 800.59619140625]","[1895.512939453125, 162.76056671142578]"
18,"[764.6283264160156, 116.87459182739258]","[1954.6387329101562, 859.4751586914062]","[984.5289306640625, 114.8386001586914]","[2127.1231689453125, 766.5182189941406]","[719.7502746582031, 214.73523712158203]","[1925.3619995117188, 176.6175765991211]","[1832.29443359375, 665.0618286132812]","[1926.6033325195312, 743.9066162109375]","[1656.1838989257812, 799.8711853027344]","[1894.1973266601562, 163.00678253173828]"
19,"[766.9302368164062, 118.13215637207031]","[1954.626953125, 859.5951843261719]","[988.0634155273438, 115.50976943969727]","[2127.005859375, 766.7408447265625]","[721.5818176269531, 215.87985229492188]","[1923.1766967773438, 175.8671875]","[30.788147896528244, 390.73158264160156]","[1830.1200561523438, 674.5388488769531]","[1927.3561401367188, 745.4675598144531]","[1657.9816284179688, 801.1463317871094]","[1893.9837646484375, 165.26103973388672]"
20,"[766.9359741210938, 117.32536315917969]","[1954.7637939453125, 858.7912902832031]","[1830.90966796875, 683.0658569335938]","[984.0241394042969, 114.36040878295898]","[2127.2349853515625, 766.7728576660156]","[723.5173950195312, 216.10244750976562]","[1923.2001953125, 176.33642578125]","[1927.0731201171875, 745.7081604003906]","[1658.1908569335938, 801.2862854003906]","[1894.0764770507812, 163.29036712646484]"
21,"[766.4052124023438, 117.26856994628906]","[984.491943359375, 114.08088302612305]","[2126.770751953125, 766.628173828125]","[721.7240600585938, 216.65587615966797]","[1923.5615844726562, 176.20565795898438]","[31.701374232769012, 390.73663330078125]","[1830.8036499023438, 672.248291015625]","[1929.8404541015625, 747.0210266113281]","[1660.0709228515625, 801.3507080078125]","[1894.4073486328125, 163.59247589111328]"
22,"[762.999755859375, 117.71123886108398]","[1007.1034240722656, 127.36822509765625]","[2126.9774169921875, 765.4172058105469]","[721.1400146484375, 218.84479522705078]","[1923.2037353515625, 176.00692749023438]","[1832.2354736328125, 676.7798767089844]","[1931.0195922851562, 744.833740234375]","[1661.8425903320312, 801.7341003417969]","[1895.167724609375, 161.2003936767578]"
23,"[762.7319030761719, 116.93552780151367]","[983.8850402832031, 114.5736198425293]","[1006.0304565429688, 127.62996292114258]","[2126.2296142578125, 765.2958068847656]","[720.5665893554688, 219.0428924560547]","[1922.1619262695312, 176.25267791748047]","[1836.4855346679688, 676.6525573730469]","[1936.1387939453125, 741.5392150878906]","[1663.9178466796875, 802.4942016601562]","[1895.0806884765625, 161.08452606201172]"
24,"[762.4190673828125, 118.7984390258789]","[989.548828125, 116.3715934753418]","[2126.3037109375, 765.1902465820312]","[718.9944458007812, 218.57532501220703]","[1921.2479858398438, 175.96533966064453]","[1836.1744995117188, 674.7933044433594]","[1937.7130126953125, 740.9969482421875]","[1666.1995849609375, 802.0254821777344]","[1894.74755859375, 162.63880920410156]"
25,"[762.3544311523438, 118.91584396362305]","[989.6595458984375, 116.97686386108398]","[1006.1439819335938, 127.26881408691406]","[2126.957275390625, 765.6954040527344]","[718.8297424316406, 218.62481689453125]","[1921.6441040039062, 175.92046356201172]","[1837.653076171875, 673.9344177246094]","[1935.9024047851562, 742.0279235839844]","[1666.0820922851562, 803.9902954101562]","[1895.0234985351562, 162.42972564697266]"
26,"[761.6957092285156, 118.72209548950195]","[1005.5942993164062, 127.0129280090332]","[2126.893310546875, 765.5078125]","[717.8204956054688, 218.65055084228516]","[1922.3607788085938, 175.65790557861328]","[1836.9569702148438, 676.7080078125]","[1932.5503540039062, 741.3731384277344]","[1668.7255859375, 804.5827331542969]","[1894.826171875, 162.13069915771484]"
27,"[761.7380981445312, 119.35503387451172]","[1004.3549194335938, 127.22940063476562]","[2126.8997802734375, 765.4617004394531]","[717.6125183105469, 217.96723175048828]","[1923.2754516601562, 176.0117950439453]","[1837.7263793945312, 679.514404296875]","[1931.1585083007812, 740.1868896484375]","[1670.0191650390625, 805.7633972167969]","[1894.4392700195312, 161.40650177001953]"
28,"[763.1113586425781, 119.99856567382812]","[1004.5061340332031, 128.31402206420898]","[2128.218017578125, 765.8410034179688]","[717.0419311523438, 217.2024383544922]","[1922.5595092773438, 175.16845703125]","[1841.153564453125, 681.3979797363281]","[1935.0230712890625, 740.9526977539062]","[1670.0541381835938, 808.2193603515625]","[1894.7659301757812, 163.0670394897461]"
29,"[761.1372680664062, 120.76037216186523]","[986.8500366210938, 117.50000762939453]","[716.5249328613281, 218.2313690185547]","[1922.69091796875, 174.71649169921875]","[34.35051570087671, 391.0267639160156]","[1841.9718017578125, 683.8075866699219]","[1930.2781982421875, 744.6850280761719]","[1670.3223266601562, 809.7261352539062]","[1894.7805786132812, 165.43707275390625]"
30,"[761.0692749023438, 120.87535858154297]","[981.5612182617188, 116.7085189819336]","[1003.7259826660156, 128.64002990722656]","[716.4017028808594, 219.0654296875]","[1844.2686767578125, 681.8683166503906]","[1931.3567504882812, 748.6969604492188]","[1670.6083984375, 808.6836853027344]","[1895.269287109375, 168.46814727783203]"
31,"[759.6611022949219, 122.55064010620117]","[981.20556640625, 115.99040985107422]","[714.9364929199219, 219.56140899658203]","[1843.6797485351562, 682.4230651855469]","[1930.106689453125, 751.9352111816406]","[1670.184326171875, 809.8563842773438]","[1895.2404174804688, 168.2026138305664]"
32,"[760.5064392089844, 121.85752868652344]","[979.6964416503906, 115.03714370727539]","[715.6097106933594, 219.54627990722656]","[1841.9908447265625, 684.6588439941406]","[1927.609375, 751.0325317382812]","[1668.74462890625, 809.3572082519531]","[1895.4169311523438, 167.8191909790039]"
33,"[995.5994262695312, 123.9347038269043]","[760.7884216308594, 122.1067008972168]","[714.5637817382812, 219.09725189208984]","[1840.69580078125, 684.4233703613281]","[1925.2691650390625, 754.6761474609375]","[1665.1809692382812, 809.2981262207031]","[1760.1641235351562, 805.6439819335938]","[1895.60498046875, 169.39678955078125]"
34,"[995.2044982910156, 124.60655212402344]","[757.9585876464844, 121.96798706054688]","[1964.307373046875, 854.3433227539062]","[716.1724243164062, 221.03842163085938]","[1842.2527465820312, 681.8520202636719]","[1663.7652587890625, 808.8773803710938]","[1759.2627563476562, 806.7252807617188]","[1895.63916015625, 170.97793579101562]"
35,"[995.7813720703125, 124.76187896728516]","[758.7698364257812, 120.10433197021484]","[716.5157775878906, 220.07261657714844]","[1838.2034912109375, 680.1975402832031]","[1662.3598022460938, 807.2793273925781]","[1757.785888671875, 805.9249267578125]","[1895.8209838867188, 171.64390563964844]"
36,"[994.8362121582031, 126.05681228637695]","[757.8450927734375, 119.56179428100586]","[968.72265625, 111.78091430664062]","[717.5376892089844, 220.8821563720703]","[1832.617431640625, 677.3134765625]","[1935.7572021484375, 743.9216918945312]","[1663.040283203125, 804.8685607910156]","[1757.7572021484375, 805.9954833984375]","[1895.7294311523438, 171.45003509521484]"
37,"[758.2203063964844, 120.2116813659668]","[1958.041015625, 856.5236206054688]","[968.5119934082031, 111.98944473266602]","[2128.868408203125, 767.3168029785156]","[718.4359436035156, 220.1277618408203]","[1832.5044555664062, 678.721435546875]","[1922.0955200195312, 748.8943786621094]","[1658.4193115234375, 802.1691284179688]","[1755.2385864257812, 804.5745544433594]","[1896.551025390625, 171.6301498413086]"
38,"[757.6040649414062, 119.6301498413086]","[968.9306335449219, 111.59101867675781]","[2128.8115234375, 767.0195922851562]","[718.1253967285156, 220.309326171875]","[1830.8795166015625, 675.611572265625]","[1921.5159912109375, 746.7125854492188]","[1651.6499633789062, 797.6220397949219]","[1896.6426391601562, 171.33535766601562]"
39,"[757.3699035644531, 118.89503479003906]","[971.5381469726562, 111.70035171508789]","[2129.5369873046875, 767.2118835449219]","[718.6548767089844, 220.51715850830078]","[1829.6000366210938, 676.8166809082031]","[1921.5978393554688, 744.5225524902344]","[1647.015380859375, 795.4941711425781]","[1896.810546875, 171.58421325683594]"
40,"[757.0045471191406, 118.19140625]","[975.4210510253906, 112.89500045776367]","[718.5870666503906, 219.98084259033203]","[1921.908935546875, 175.7927017211914]","[34.75998890399933, 390.0530090332031]","[1828.8684692382812, 673.6775207519531]","[1924.7137451171875, 737.4277038574219]","[1646.3051147460938, 794.1399841308594]","[1896.548828125, 168.42569732666016]"
41,"[757.0654296875, 118.22488403320312]","[977.4389953613281, 113.26123428344727]","[719.5649108886719, 220.70629119873047]","[1922.382568359375, 175.7924041748047]","[35.912728160619736, 390.0913848876953]","[1827.39111328125, 671.4077453613281]","[1923.7037353515625, 736.0939331054688]","[1646.2698364257812, 792.25146484375]","[1897.2142333984375, 165.5305633544922]"
42,"[759.2410888671875, 117.83800888061523]","[978.8082275390625, 113.66003799438477]","[719.476318359375, 218.61150360107422]","[1921.5101928710938, 175.4896469116211]","[34.99261499196291, 389.8806457519531]","[1827.0599365234375, 670.3930358886719]","[1922.0747680664062, 737.3426513671875]","[1648.1002197265625, 791.9216918945312]","[1897.5673828125, 164.81188201904297]"
43,"[759.5755920410156, 118.09699249267578]","[979.076171875, 113.34336471557617]","[718.4974975585938, 217.8860092163086]","[1922.4999389648438, 176.08364868164062]","[35.02454666048288, 389.9543151855469]","[1827.5903930664062, 670.2119750976562]","[1923.0253295898438, 738.1661071777344]","[1648.6535034179688, 791.4705200195312]","[1897.2774658203125, 164.68162536621094]"
44,"[761.4564819335938, 118.4886589050293]","[979.7166748046875, 114.00418472290039]","[719.687744140625, 216.4507598876953]","[1921.0463256835938, 175.52999877929688]","[35.245202243328094, 390.2370147705078]","[1826.5400390625, 670.5692749023438]","[1923.2079467773438, 736.2528686523438]","[1648.614990234375, 792.1145629882812]","[1898.0615844726562, 164.28729248046875]"
45,"[762.647216796875, 118.90167236328125]","[981.3167724609375, 114.3010139465332]","[719.2023620605469, 215.3112030029297]","[1921.3729858398438, 175.90673828125]","[35.87970934808254, 390.2274932861328]","[1826.9825439453125, 670.9125061035156]","[1923.7708740234375, 737.5960998535156]","[1651.0958862304688, 793.1134033203125]","[1898.04833984375, 165.30846405029297]"
46,"[764.0234375, 118.7224349975586]","[983.667236328125, 114.30585479736328]","[720.7110900878906, 214.1139373779297]","[1922.806640625, 176.86917114257812]","[35.869732692837715, 390.50575256347656]","[1828.3528442382812, 673.468017578125]","[1927.3663330078125, 737.9810791015625]","[1652.970947265625, 794.2241821289062]","[1898.2131958007812, 164.6920928955078]"
47,"[766.6124877929688, 118.13416290283203]","[1006.6442565917969, 126.91203689575195]","[721.2839660644531, 213.55925750732422]","[1922.3777465820312, 176.56694793701172]","[36.125134132802486, 390.55845642089844]","[1829.4161376953125, 675.4938659667969]","[1930.0410766601562, 739.9093322753906]","[1656.4540405273438, 796.3145751953125]","[1897.9466552734375, 166.83055114746094]"
48,"[763.3643493652344, 118.3078842163086]","[996.0928649902344, 118.40562438964844]","[721.268310546875, 214.7571029663086]","[1921.0363159179688, 176.49542236328125]","[36.8951665237546, 390.5812530517578]","[1827.7465209960938, 674.5684509277344]","[1933.7911987304688, 738.99853515625]","[979.0650634765625, 115.59367752075195]","[1657.7056884765625, 797.3704223632812]","[1897.0745849609375, 166.2351531982422]"
49,"[762.6076965332031, 117.4971809387207]","[1009.8020629882812, 127.7573013305664]","[720.8610534667969, 214.4917755126953]","[1921.8026733398438, 176.74813842773438]","[37.83978867530823, 390.5450134277344]","[1829.9073486328125, 672.9071655273438]","[1934.3153076171875, 739.7497253417969]","[1659.4215087890625, 797.8396606445312]","[1897.5111694335938, 164.5965347290039]"
50,"[763.1102600097656, 117.09196853637695]","[721.2653503417969, 214.82058715820312]","[1921.3359375, 176.5442123413086]","[36.34999606758356, 390.4698181152344]","[1830.2509765625, 673.057373046875]","[1934.9911499023438, 740.6383972167969]","[980.9608459472656, 115.38858795166016]","[1659.75146484375, 798.2483215332031]","[1896.9983520507812, 167.10657501220703]"
51,"[763.0752563476562, 117.0227279663086]","[996.673095703125, 118.29032516479492]","[721.8406372070312, 215.78111267089844]","[1920.74462890625, 176.44237518310547]","[36.424589812755585, 390.45286560058594]","[1830.2361450195312, 674.2693176269531]","[1934.2620239257812, 740.9098510742188]","[1659.0719604492188, 797.6346740722656]","[1896.6964721679688, 167.61671447753906]"
52,"[763.1493835449219, 117.03936767578125]","[1007.9353942871094, 127.41053771972656]","[722.6859130859375, 215.75477600097656]","[1921.6527709960938, 176.70156860351562]","[35.53906600177288, 390.2647399902344]","[1828.9443359375, 674.022216796875]","[1933.5509643554688, 740.8940124511719]","[1657.7613525390625, 798.3429260253906]","[1896.8291015625, 166.49049377441406]"
53,"[762.1078186035156, 116.19428634643555]","[1827.31103515625, 681.2803039550781]","[995.9626159667969, 118.47332382202148]","[1008.4485168457031, 128.48023986816406]","[723.0858459472656, 216.64652252197266]","[1921.6407470703125, 176.54315948486328]","[36.839158579707146, 390.4328918457031]","[1935.9954223632812, 739.2630920410156]","[1655.977294921875, 796.7689819335938]","[1896.4988403320312, 166.8787612915039]"
54,"[763.3507080078125, 117.19718551635742]","[997.0264892578125, 118.71353530883789]","[1008.9108581542969, 128.12736892700195]","[722.5764770507812, 216.63907623291016]","[1922.004150390625, 176.79386138916016]","[40.47029823064804, 390.6007995605469]","[1826.3381958007812, 672.3927612304688]","[1932.31298828125, 740.6047058105469]","[1651.8663330078125, 795.8499450683594]","[1896.8803100585938, 167.28680419921875]"
55,"[764.6869201660156, 116.75469207763672]","[990.6361083984375, 115.79724884033203]","[722.6913757324219, 216.78692626953125]","[1921.7030639648438, 176.87755584716797]","[38.97504944354296, 390.46473693847656]","[1826.1449584960938, 672.0199279785156]","[1931.4161987304688, 738.78466796875]","[1648.2256469726562, 794.3400268554688]","[1896.592041015625, 168.00891876220703]"
56,"[765.458251953125, 117.8961067199707]","[988.8628845214844, 115.35756301879883]","[723.0466918945312, 216.4009780883789]","[1921.35009765625, 176.7005615234375]","[38.89884965121746, 390.70025634765625]","[1825.72998046875, 671.5368041992188]","[1928.5010986328125, 737.4077453613281]","[1647.7982177734375, 792.7495422363281]","[1895.7315063476562, 169.65650939941406]"
57,"[764.6130676269531, 117.40099334716797]","[986.1997680664062, 114.34785842895508]","[722.7872924804688, 216.6535186767578]","[1921.3717041015625, 176.64595794677734]","[39.34430173039436, 390.70079040527344]","[1824.5777587890625, 668.4915161132812]","[1924.6693115234375, 735.9256896972656]","[1649.0494995117188, 791.7327575683594]","[1895.5685424804688, 169.37643432617188]"
58,"[765.2383728027344, 117.22473526000977]","[984.7485046386719, 114.0486946105957]","[722.3716430664062, 217.49891662597656]","[1921.2925415039062, 176.40005493164062]","[38.44292492419481, 390.6743469238281]","[1825.2255249023438, 659.4249572753906]","[1921.0393676757812, 729.8239440917969]","[1650.4478149414062, 790.1853332519531]","[1895.8228759765625, 169.69740295410156]"
59,"[764.7522277832031, 117.45429229736328]","[1826.02685546875, 670.6048278808594]","[983.2982177734375, 114.1799201965332]","[722.2493896484375, 217.06397247314453]","[1921.0650024414062, 176.2205352783203]","[38.18135505914688, 390.6105194091797]","[1650.0262451171875, 790.0115661621094]","[1895.8890991210938, 169.37462615966797]"
60,"[763.9072265625, 117.79602813720703]","[985.8088073730469, 115.34463119506836]","[721.8053283691406, 217.31027221679688]","[1922.1397094726562, 176.38685607910156]","[37.33128461241722, 390.53245544433594]","[1824.4586181640625, 658.1468505859375]","[1918.541748046875, 725.7754516601562]","[1650.9070434570312, 788.5628356933594]","[1896.9820556640625, 164.46200561523438]"
61,"[763.345947265625, 117.5721206665039]","[988.13134765625, 115.76529312133789]","[722.2840881347656, 218.00214385986328]","[1923.1278686523438, 176.86813354492188]","[37.50065089762211, 390.6145324707031]","[1824.3206787109375, 659.0232238769531]","[1919.1024169921875, 725.2305297851562]","[1651.2890014648438, 788.7964477539062]"
62,"[762.1876220703125, 118.24105072021484]","[987.8305969238281, 116.07635498046875]","[722.2756652832031, 218.07189178466797]","[1921.5167846679688, 176.3053207397461]","[36.99643570929766, 390.4061279296875]","[1824.465576171875, 659.7289428710938]","[1922.185302734375, 728.8077392578125]","[1652.0276489257812, 789.1167907714844]","[1898.3729248046875, 163.77760314941406]"
63,"[760.27783203125, 118.18953323364258]","[1826.6228637695312, 674.7447509765625]","[988.5407104492188, 116.47962951660156]","[722.5049743652344, 218.14339447021484]","[1920.995849609375, 176.05728912353516]","[36.68259061127901, 390.4649963378906]","[1924.5197143554688, 731.3817443847656]","[1651.4522705078125, 789.7713012695312]","[1898.5075073242188, 163.68390655517578]"
64,"[759.5608520507812, 119.37382888793945]","[985.893310546875, 115.87340545654297]","[721.0809631347656, 218.76445770263672]","[1920.376953125, 175.80590057373047]","[37.352482713758945, 390.542236328125]","[1826.83447265625, 665.6126708984375]","[1926.5291748046875, 732.1015014648438]","[1651.3700561523438, 790.9185485839844]","[1896.3594360351562, 168.3824920654297]"
65,"[760.7386779785156, 119.51821899414062]","[980.3736877441406, 114.76757431030273]","[720.1611633300781, 218.34366607666016]","[1919.5862426757812, 175.53865814208984]","[38.82115441560745, 390.7405242919922]","[1829.055908203125, 664.2665710449219]","[1927.8773193359375, 735.9674072265625]","[1655.0194702148438, 793.5099792480469]","[1895.7213134765625, 169.67921447753906]"
66,"[760.9547424316406, 119.13256454467773]","[977.0133666992188, 113.23484802246094]","[718.5882873535156, 218.21904754638672]","[1920.233154296875, 175.99913024902344]","[38.40551981329918, 390.89344787597656]","[1829.9677734375, 669.3355102539062]","[1929.218994140625, 737.5020751953125]","[1658.9136962890625, 795.4319458007812]","[1895.245361328125, 170.23956298828125]"
67,"[760.7377319335938, 119.43541717529297]","[974.7328796386719, 112.43194580078125]","[718.8994750976562, 218.43091583251953]","[1920.8690185546875, 176.2309112548828]","[38.099731497466564, 390.81077575683594]","[1831.572265625, 670.1087646484375]","[1931.5008544921875, 739.7497253417969]","[1658.5413208007812, 796.1824340820312]","[1895.3319702148438, 169.7387237548828]"
68,"[761.26611328125, 118.83512878417969]","[977.30419921875, 113.01763534545898]","[718.4393310546875, 219.51746368408203]","[1921.2728881835938, 176.44590759277344]","[38.38418450951576, 390.7818908691406]","[1833.2998657226562, 671.86572265625]","[1930.488525390625, 739.3193969726562]","[1659.8424682617188, 797.37548828125]","[1894.8157348632812, 170.42060089111328]"
69,"[760.1472778320312, 119.19443130493164]","[977.3214111328125, 113.9599723815918]","[717.1006774902344, 219.79988861083984]","[1921.9559326171875, 176.559814453125]","[36.65990722179413, 390.3201446533203]","[1832.5195922851562, 673.0928955078125]","[1930.5732421875, 737.6162109375]","[1660.6640014648438, 797.47021484375]","[1895.5453491210938, 168.53567504882812]"
70,"[759.9713439941406, 119.84236907958984]","[975.7193908691406, 113.88065338134766]","[716.1100463867188, 217.75851440429688]","[1921.3518676757812, 176.09598541259766]","[36.92870518565178, 390.0704040527344]","[1831.263427734375, 672.8493041992188]","[1928.9683227539062, 737.8146362304688]","[1660.4689331054688, 797.2606811523438]","[1895.875732421875, 167.05831146240234]"
71,"[759.1207580566406, 119.6649398803711]","[974.9411010742188, 114.206298828125]","[715.9131774902344, 217.31363677978516]","[1922.5877685546875, 176.41800689697266]","[37.98385759443045, 390.3504943847656]","[1828.9602661132812, 673.0741882324219]","[1929.0476684570312, 738.4783630371094]","[1659.4752197265625, 797.1122741699219]","[1895.7485961914062, 165.5150375366211]"
72,"[759.6292114257812, 120.12482833862305]","[975.3746643066406, 114.08420944213867]","[715.73828125, 217.0419158935547]","[1923.2970581054688, 177.14105224609375]","[36.95386875420809, 390.52447509765625]","[1828.0889892578125, 673.5310974121094]","[1927.6492919921875, 738.5079956054688]","[1657.8028564453125, 795.9862365722656]","[1895.2238159179688, 167.18763732910156]"
73,"[758.9297180175781, 119.8724250793457]","[977.528564453125, 114.18987655639648]","[715.5084838867188, 216.36602020263672]","[1924.205078125, 177.29791259765625]","[36.36705993115902, 390.3437805175781]","[1826.8985595703125, 675.3984680175781]","[1927.2054443359375, 738.3817749023438]","[1652.8389892578125, 794.3624877929688]","[1894.671630859375, 167.94432067871094]"
74,"[758.3668823242188, 118.93099594116211]","[978.4601135253906, 114.36548233032227]","[714.6510314941406, 216.0361557006836]","[1925.5673217773438, 177.77208709716797]","[37.211400866508484, 390.3921203613281]","[1827.4056396484375, 674.269775390625]","[1924.3522338867188, 736.5118408203125]","[1648.3650512695312, 793.651123046875]"
75,"[758.15625, 118.7048454284668]","[973.8265075683594, 113.79328155517578]","[715.1161499023438, 215.60116577148438]","[1926.6602172851562, 177.9138412475586]","[37.425218023359776, 390.55335998535156]","[1827.2688598632812, 671.5140380859375]","[1647.3701171875, 792.9468994140625]"
76,"[757.9033508300781, 118.11504364013672]","[973.1918334960938, 113.0407829284668]","[715.3162841796875, 214.99514770507812]","[1926.30517578125, 177.6478729248047]","[37.320370584726334, 390.52197265625]","[1826.6187133789062, 669.6107482910156]","[1647.3348388671875, 791.1130676269531]"
