ID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
751,"(1251.4454956054688, 293.9884948730469)","(1048.03759765625, 333.42974853515625)","(2254.7369384765625, 148.79351425170898)","(87.62140655517578, 594.8654479980469)","(1249.3922119140625, 548.5838928222656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
752,"(1253.1220092773438, 301.7257080078125)","(1249.1150512695312, 550.5623474121094)","(2255.6846923828125, 148.73551559448242)","(87.16184043884277, 594.9827880859375)","(1049.8585510253906, 333.9403991699219)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
753,"(1254.1473388671875, 305.90008544921875)","(1048.5657043457031, 332.6357116699219)","(1203.89501953125, 343.0861358642578)","(2255.1810302734375, 148.6727523803711)","(87.40024185180664, 595.8234252929688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
754,"(1253.1751098632812, 305.2593994140625)","(1047.6519470214844, 330.51307678222656)","(1203.0003051757812, 342.8163604736328)","(2255.090087890625, 148.08511352539062)","(86.82100105285645, 595.0441284179688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
755,"(1248.2533569335938, 297.428955078125)","(2255.29638671875, 147.70774841308594)","(1245.339599609375, 302.93687438964844)","(86.65606117248535, 594.0289611816406)","(1049.5153198242188, 329.2720031738281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
756,"(1251.4594116210938, 287.21958923339844)","(1209.391845703125, 343.19012451171875)","(2255.109130859375, 146.69790649414062)","(86.47611618041992, 595.2886657714844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
757,"(1255.0912475585938, 285.03179931640625)","(1214.8095092773438, 340.27557373046875)","(2255.7054443359375, 146.36354064941406)","(86.80578231811523, 594.1485595703125)","(1046.4228210449219, 324.5980682373047)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
758,"(1254.6879272460938, 288.7808837890625)","(2257.4962158203125, 145.40746688842773)","(85.52953720092773, 595.1232299804688)","(1269.9442749023438, 548.4300842285156)","(1050.6039428710938, 322.45240783691406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
759,"(1254.9149780273438, 285.8646697998047)","(2258.0018310546875, 144.85711288452148)","(1247.9534301757812, 295.0711364746094)","(1269.2067260742188, 548.2914123535156)","(1051.7538452148438, 320.8794250488281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
760,"(1253.802734375, 289.0018310546875)","(2258.35546875, 144.55447006225586)","(1261.81591796875, 542.4460144042969)","(1055.9293518066406, 320.0865020751953)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
761,"(1260.2584838867188, 290.9751281738281)","(1255.0548095703125, 547.4746398925781)","(2258.102783203125, 143.6790428161621)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
762,"(1261.4375610351562, 298.67901611328125)","(1253.0807495117188, 550.8631591796875)","(2258.8323974609375, 143.4714241027832)","(1062.2269287109375, 318.1476287841797)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
763,"(1258.9470825195312, 298.59498596191406)","(1253.1845703125, 553.9721984863281)","(2259.491943359375, 144.88080596923828)","(84.8984375, 594.8759765625)","(1063.1969604492188, 320.9098815917969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
764,"(1254.118896484375, 298.00030517578125)","(2259.849365234375, 144.47248077392578)","(86.44651222229004, 594.1258239746094)","(1259.552734375, 555.179443359375)","(1064.2741088867188, 319.6070251464844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
765,"(1252.5858154296875, 297.34254455566406)","(1252.0509643554688, 558.8932189941406)","(2260.0631103515625, 144.6923599243164)","(87.09655380249023, 594.2633666992188)","(1064.7316284179688, 319.06524658203125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
766,"(1251.4144897460938, 297.848876953125)","(1249.7850952148438, 559.5916137695312)","(2260.1021728515625, 144.68751525878906)","(88.09864616394043, 595.9232788085938)","(1064.9586181640625, 318.34356689453125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
767,"(1250.8451538085938, 297.9923095703125)","(1249.7854614257812, 557.1683959960938)","(2259.9190673828125, 144.55784225463867)","(87.9710521697998, 595.3248596191406)","(1064.0586547851562, 318.1292419433594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
768,"(1253.2059326171875, 301.08787536621094)","(1248.1931762695312, 557.3053894042969)","(2259.531005859375, 143.9669952392578)","(88.16861152648926, 595.4841003417969)","(1065.5975341796875, 317.8454895019531)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
769,"(1254.817626953125, 301.85675048828125)","(1065.0845947265625, 317.4550018310547)","(1246.6863403320312, 558.2512512207031)","(2259.2149658203125, 143.52715301513672)","(87.28438568115234, 595.1522521972656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
770,"(1250.6264038085938, 305.6572265625)","(1065.5335693359375, 319.32078552246094)","(1247.9568481445312, 557.3917236328125)","(2259.0450439453125, 143.89644241333008)","(87.13480186462402, 594.9875183105469)","(307.8128967285156, 561.7550354003906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
771,"(1254.3353881835938, 307.12599182128906)","(1248.8292846679688, 555.119873046875)","(2259.4888916015625, 144.02191543579102)","(86.85470771789551, 594.5299682617188)","(1068.5557250976562, 320.13121032714844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
772,"(1255.1875610351562, 305.93455505371094)","(1248.9259643554688, 552.9257202148438)","(2259.13134765625, 143.7875518798828)","(84.9291763305664, 594.6724853515625)","(1068.4415283203125, 320.55023193359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
773,"(1255.5335083007812, 306.1272277832031)","(1249.3056030273438, 553.9853515625)","(2259.7725830078125, 144.5913543701172)","(84.89619636535645, 594.8725891113281)","(1070.344482421875, 322.05645751953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
774,"(1254.3896484375, 306.1608123779297)","(1249.40478515625, 557.1961975097656)","(2258.9510498046875, 144.41713333129883)","(85.30162620544434, 593.9880981445312)","(1069.1361083984375, 323.27806091308594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
775,"(1255.1652221679688, 307.71739196777344)","(2258.63037109375, 143.0034523010254)","(85.45041275024414, 592.9202880859375)","(1257.5477905273438, 558.6008911132812)","(1068.7188720703125, 323.3755187988281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
776,"(1256.3198852539062, 304.9885711669922)","(1252.7664184570312, 560.2970275878906)","(2258.511474609375, 141.7621726989746)","(86.44315719604492, 593.4693298339844)","(307.77734375, 561.353271484375)","(1066.7447509765625, 322.68634033203125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
777,"(1254.8936767578125, 302.1553039550781)","(1253.6987915039062, 559.4627990722656)","(2258.4415283203125, 140.4552001953125)","(86.34589004516602, 593.1478271484375)","(1063.6752319335938, 319.7635192871094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
778,"(1254.651611328125, 306.2086486816406)","(1251.58642578125, 561.1603393554688)","(2258.432861328125, 140.78756713867188)","(86.45977783203125, 593.3569641113281)","(1061.7528076171875, 319.7545623779297)","(308.3017578125, 561.2682495117188)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
779,"(1258.3612060546875, 309.6335906982422)","(1252.23779296875, 560.3364562988281)","(2258.6678466796875, 140.6073875427246)","(86.70207595825195, 593.7472534179688)","(1272.2240600585938, 586.9481506347656)","(1061.2857055664062, 319.81048583984375)","(307.5396423339844, 561.0928649902344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
780,"(1255.3142700195312, 309.5048065185547)","(1061.2716064453125, 323.7335662841797)","(1249.4053344726562, 558.9597473144531)","(2258.2799072265625, 141.95123672485352)","(87.10690116882324, 593.7599182128906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
781,"(1252.5618286132812, 296.51136779785156)","(1060.2848815917969, 322.96922302246094)","(1247.9999389648438, 555.6391296386719)","(2257.363525390625, 142.66183471679688)","(86.01040458679199, 595.0093994140625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
782,"(1251.3859252929688, 283.1566925048828)","(1055.2061462402344, 322.0294647216797)","(1248.0638427734375, 552.6817016601562)","(2256.5118408203125, 141.21002578735352)","(85.70447158813477, 594.5660705566406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
783,"(1250.6889038085938, 276.04571533203125)","(1053.1941223144531, 322.6211700439453)","(1249.9522705078125, 552.6596069335938)","(2256.50830078125, 141.38049697875977)","(84.8155517578125, 595.4653015136719)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
784,"(1249.2750854492188, 275.0238952636719)","(1052.9124755859375, 322.09544372558594)","(1253.0250854492188, 551.9894104003906)","(2255.8974609375, 141.41928100585938)","(84.53729057312012, 595.2854614257812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
785,"(1246.6929931640625, 276.2436981201172)","(2255.4869384765625, 141.13110733032227)","(1266.8145751953125, 545.6585998535156)","(1054.7560424804688, 322.2275085449219)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
786,"(1242.8204345703125, 277.9241943359375)","(1264.7528076171875, 547.3866577148438)","(2255.657958984375, 140.27607345581055)","(84.65350723266602, 595.517578125)","(1054.820068359375, 323.0344696044922)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
787,"(1244.5221557617188, 280.5945281982422)","(2255.868896484375, 140.4290657043457)","(84.2781867980957, 596.1831665039062)","(1286.2296752929688, 549.7039489746094)","(1055.1990051269531, 323.81732177734375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
788,"(1254.4959106445312, 284.23854064941406)","(2255.934326171875, 141.08245086669922)","(85.9796085357666, 594.9827880859375)","(1288.5433959960938, 546.7723083496094)","(1053.0528564453125, 325.86253356933594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
789,"(1261.1572265625, 294.2041015625)","(2255.052734375, 141.0016746520996)","(85.4931755065918, 594.8054809570312)","(1279.4826049804688, 542.5722961425781)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
790,"(1255.1572875976562, 289.03839111328125)","(2256.2650146484375, 139.2208595275879)","(85.3906192779541, 595.4661865234375)","(1279.5565795898438, 542.3560485839844)","(1045.985595703125, 325.9965362548828)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
791,"(1246.8709106445312, 280.48146057128906)","(2256.207763671875, 139.66411590576172)","(85.7943229675293, 595.8882446289062)","(1273.725830078125, 542.5236511230469)","(1043.7178344726562, 324.50457763671875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
792,"(1247.0307006835938, 272.61175537109375)","(2255.6378173828125, 140.24590301513672)","(85.43826675415039, 595.0666809082031)","(1274.5073852539062, 544.3296203613281)","(1046.0040283203125, 323.4084777832031)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
793,"(1248.413330078125, 278.8711700439453)","(2255.5357666015625, 141.01369857788086)","(85.48504829406738, 594.1361389160156)","(1268.6627197265625, 545.1819152832031)","(1048.6792297363281, 326.49786376953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
794,"(1249.3352661132812, 285.7370910644531)","(2255.5433349609375, 141.07538604736328)","(85.47987937927246, 593.5333862304688)","(1267.0095825195312, 551.5969848632812)","(1048.4073791503906, 327.2783660888672)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
795,"(1251.070068359375, 297.5798797607422)","(2255.2138671875, 140.9626579284668)","(84.81657028198242, 592.6063842773438)","(1261.3675537109375, 555.0405883789062)","(1048.3735046386719, 328.4894104003906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
796,"(1047.9676208496094, 331.8320617675781)","(2255.4154052734375, 139.44374084472656)","(84.98079109191895, 591.2497253417969)","(1253.6500244140625, 560.6369018554688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
797,"(1256.6339111328125, 318.5953063964844)","(1194.2667236328125, 360.6740417480469)","(2255.5543212890625, 140.48633575439453)","(85.16865730285645, 591.9155578613281)","(1246.974365234375, 564.1509399414062)","(1049.4689025878906, 332.28443908691406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
798,"(1257.8569946289062, 324.1676940917969)","(1192.3898315429688, 365.7080535888672)","(2256.12744140625, 140.30603790283203)","(85.39741897583008, 592.3652038574219)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
799,"(1260.3740844726562, 327.099853515625)","(1190.9305419921875, 360.40562438964844)","(2255.360595703125, 140.75375747680664)","(84.3825454711914, 592.0169677734375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
800,"(1255.36474609375, 325.4934997558594)","(1190.8245849609375, 364.2636260986328)","(2254.4508056640625, 140.88479232788086)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
801,"(1211.060546875, 566.8526916503906)","(2254.6494140625, 140.92546463012695)","(84.26471900939941, 594.5845642089844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
802,"(1259.9225463867188, 316.88011169433594)","(1213.9247436523438, 568.9202575683594)","(2254.6956787109375, 141.31848526000977)","(85.76358032226562, 594.0459899902344)","(1063.6300659179688, 325.4853820800781)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
803,"(1258.6049194335938, 304.9910888671875)","(1219.769287109375, 565.7838745117188)","(2254.78515625, 141.37861251831055)","(85.82559204101562, 593.9607238769531)","(1063.7367553710938, 323.45477294921875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
804,"(1252.365478515625, 296.0197448730469)","(1231.3126831054688, 565.0507202148438)","(2254.2384033203125, 141.33104705810547)","(86.13892555236816, 594.439697265625)","(1064.6469116210938, 325.0915222167969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
805,"(1252.3772583007812, 292.51405334472656)","(2253.6285400390625, 141.27265548706055)","(86.34434127807617, 593.9121704101562)","(1249.1798095703125, 557.9657287597656)","(1064.1605224609375, 325.18775939941406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
806,"(1253.2847290039062, 296.60784912109375)","(2253.4892578125, 141.03034591674805)","(86.13656234741211, 593.6415710449219)","(1257.93212890625, 555.8282470703125)","(1065.9194946289062, 326.61366271972656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
807,"(1255.9764404296875, 300.70640563964844)","(2253.647705078125, 141.2960205078125)","(85.7152156829834, 595.0531311035156)","(1267.0350341796875, 554.1334228515625)","(1065.5321044921875, 327.0759735107422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
808,"(1255.378662109375, 307.910888671875)","(2253.6395263671875, 142.1622428894043)","(87.32435035705566, 595.6913146972656)","(1275.24560546875, 552.5324401855469)","(1067.0090942382812, 326.40846252441406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
809,"(1250.9511108398438, 303.6318817138672)","(2254.1591796875, 142.1165428161621)","(87.25091552734375, 596.9169921875)","(1280.3572387695312, 550.9780883789062)","(1067.8834228515625, 324.83726501464844)","(1318.64013671875, 537.7331848144531)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
810,"(1252.1488037109375, 298.19822692871094)","(2254.0474853515625, 142.79790496826172)","(87.53921127319336, 597.9342956542969)","(1280.4067993164062, 549.8226928710938)","(1067.1793823242188, 324.182373046875)","(1320.3468017578125, 531.9141387939453)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
811,"(1253.9657592773438, 296.63243103027344)","(2254.6614990234375, 142.87331008911133)","(87.64789009094238, 597.9498596191406)","(1279.8877563476562, 548.7815856933594)","(1066.3300170898438, 324.6615905761719)","(1321.3749389648438, 534.2027435302734)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
812,"(1250.4828491210938, 292.11888122558594)","(2255.506103515625, 142.6269187927246)","(87.5976333618164, 597.0698852539062)","(1273.9749755859375, 553.016845703125)","(1067.1996459960938, 325.5315246582031)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
813,"(1242.6034545898438, 284.5900115966797)","(2254.9959716796875, 142.3822784423828)","(86.89902877807617, 596.2620849609375)","(1210.3399047851562, 343.4142150878906)","(1067.0736083984375, 325.3053436279297)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
814,"(1241.9782104492188, 282.8196258544922)","(1253.87353515625, 559.8785705566406)","(2256.5101318359375, 143.73680877685547)","(87.53939247131348, 595.7821350097656)","(1065.7091674804688, 324.94012451171875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
815,"(1244.6229858398438, 286.6398010253906)","(1244.7767944335938, 561.2673645019531)","(2256.5623779296875, 144.62298583984375)","(88.1028938293457, 595.5209350585938)","(1064.6378784179688, 325.9372863769531)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
816,"(1249.1288452148438, 294.8017272949219)","(1237.7071533203125, 561.6581420898438)","(2257.1470947265625, 145.88576889038086)","(87.91589164733887, 596.310791015625)","(1062.620361328125, 326.61883544921875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
817,"(1251.1508178710938, 301.218017578125)","(1236.3805541992188, 560.3400573730469)","(2257.7073974609375, 145.89691162109375)","(87.93095588684082, 596.3005065917969)","(1060.8394165039062, 326.7652893066406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
818,"(1253.6220703125, 298.73277282714844)","(1055.7362670898438, 328.570068359375)","(1238.2225341796875, 559.3536682128906)","(2257.7452392578125, 145.40399551391602)","(87.1007308959961, 596.8948669433594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
819,"(1255.8150634765625, 297.77748107910156)","(1242.2559814453125, 560.2823486328125)","(2258.540283203125, 145.99360275268555)","(87.18085670471191, 596.9399108886719)","(1055.2102661132812, 323.8571472167969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
820,"(1254.1148071289062, 301.0597686767578)","(1245.894775390625, 562.4499816894531)","(2258.0263671875, 144.87045669555664)","(86.75625228881836, 595.7709350585938)","(1054.6333618164062, 328.67982482910156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
821,"(1257.203125, 306.3904571533203)","(1248.9823608398438, 562.3304138183594)","(2259.2923583984375, 145.12104034423828)","(87.01316833496094, 596.3785095214844)","(1052.6014709472656, 328.7962951660156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
822,"(1260.342529296875, 310.24168395996094)","(1251.6773071289062, 564.5545043945312)","(2259.799560546875, 145.49365234375)","(1256.6331176757812, 315.9929962158203)","(86.49864196777344, 595.8938598632812)","(1048.9450988769531, 324.08140563964844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
823,"(1252.7061767578125, 561.0203857421875)","(2259.3182373046875, 145.87451934814453)","(1256.5625610351562, 315.93695068359375)","(86.14892959594727, 595.6786804199219)","(1049.0889282226562, 324.21795654296875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
824,"(1258.5025024414062, 310.8971710205078)","(1252.6052856445312, 562.42041015625)","(2259.6461181640625, 144.97867584228516)","(87.08708572387695, 595.3338012695312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
825,"(1257.0711669921875, 306.84071350097656)","(1253.2125244140625, 560.1084289550781)","(2258.9561767578125, 145.6467628479004)","(86.85286331176758, 595.144287109375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
826,"(1252.7161254882812, 301.78688049316406)","(1253.585693359375, 560.6189880371094)","(2259.815185546875, 146.41583633422852)","(86.29116821289062, 595.6749572753906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
827,"(1253.6712036132812, 301.2366180419922)","(1252.9093627929688, 558.5567321777344)","(2260.9346923828125, 147.69759368896484)","(86.97976303100586, 595.2687072753906)","(1058.0877990722656, 325.20777893066406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
828,"(1254.9476318359375, 300.79188537597656)","(1250.8451538085938, 556.9102783203125)","(2261.115234375, 147.76058959960938)","(86.98211288452148, 595.6168518066406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
829,"(1253.7758178710938, 300.9115753173828)","(1248.6229248046875, 557.6086120605469)","(2261.39794921875, 148.12973403930664)","(86.62469863891602, 594.8631896972656)","(1060.0901794433594, 317.23724365234375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
830,"(1253.1563110351562, 304.809326171875)","(1248.2876586914062, 557.4697570800781)","(2259.809814453125, 148.88280487060547)","(86.7154655456543, 594.1396484375)","(1061.8324584960938, 317.3329315185547)","(1298.0545043945312, 557.4022521972656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
831,"(1250.7380981445312, 308.34320068359375)","(1245.6636352539062, 556.236328125)","(2259.0274658203125, 148.3959503173828)","(86.12435150146484, 593.5167541503906)","(1063.2837524414062, 321.956298828125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
832,"(1251.9464721679688, 312.7737579345703)","(1244.66943359375, 557.4681701660156)","(2259.3974609375, 148.55997467041016)","(86.33164978027344, 593.2735595703125)","(1066.5641479492188, 320.8270721435547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
833,"(1254.3967895507812, 318.0362091064453)","(1245.8193359375, 557.4635925292969)","(2259.293701171875, 149.0015869140625)","(86.15595054626465, 591.7062377929688)","(1271.071533203125, 579.4135131835938)","(1063.6228637695312, 317.9273223876953)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
834,"(1253.8062133789062, 321.04046630859375)","(1065.7437744140625, 318.7302551269531)","(1248.2613525390625, 557.9911804199219)","(2259.0257568359375, 149.2493667602539)","(84.91834831237793, 592.2970886230469)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
835,"(1257.8289794921875, 318.8857879638672)","(2258.5814208984375, 148.8416633605957)","(84.61962890625, 592.2196044921875)","(1255.9376220703125, 554.2273864746094)","(1063.7228393554688, 318.7940368652344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
