ID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
194,"(1376.55859375, 16.46591368317604)","(1206.5921020507812, 332.36827087402344)","(2275.7659912109375, 145.9521713256836)","(90.80509757995605, 594.3652038574219)","(1288.909912109375, 428.01133728027344)","(1318.3753662109375, 405.685546875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
195,"(1385.2328491210938, 10.263466257601976)","(1218.6268920898438, 341.7831726074219)","(1250.739501953125, 318.09356689453125)","(2275.993408203125, 146.73696517944336)","(90.99537086486816, 593.8493347167969)","(1064.367431640625, 326.4335632324219)","(1282.7547607421875, 420.90892028808594)","(1298.3486938476562, 375.44203186035156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
196,"(1243.3346557617188, 322.26954650878906)","(2274.826416015625, 147.40648651123047)","(90.62789916992188, 594.03857421875)","(1277.390869140625, 426.9815368652344)","(1062.5047607421875, 328.6089630126953)","(1292.2042846679688, 376.74732971191406)","(1396.4722290039062, 6.148576185107231)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
197,"(1207.078125, 342.64007568359375)","(2273.685302734375, 147.95943069458008)","(90.3783073425293, 594.0292663574219)","(1281.8001708984375, 449.0186462402344)","(1066.9158935546875, 330.5507354736328)","(1289.5009765625, 391.0139923095703)","(1395.0845947265625, 6.575985573232174)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
198,"(1383.3667602539062, 9.622116956859827)","(1206.327392578125, 342.87152099609375)","(2273.5802001953125, 146.50481033325195)","(90.28925323486328, 594.2824401855469)","(1295.323974609375, 472.5071716308594)","(1073.938232421875, 329.68994140625)","(1293.1383056640625, 405.6207275390625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
199,"(1376.4066162109375, 14.459795147180557)","(1203.9027709960938, 336.923583984375)","(2273.4090576171875, 147.12920379638672)","(89.90576553344727, 593.7015075683594)","(1289.047607421875, 473.02207946777344)","(1070.0956420898438, 328.90753173828125)","(1302.9389038085938, 430.91600036621094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
200,"(1378.2257080078125, 28.09613060951233)","(1205.7564697265625, 341.0360870361328)","(2273.6424560546875, 146.43703079223633)","(90.84379005432129, 593.681396484375)","(1302.7353515625, 468.9775085449219)","(1283.7603149414062, 470.7497253417969)","(1302.91064453125, 436.43492126464844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
201,"(1389.1576538085938, 17.029553592205048)","(1213.6316528320312, 338.80812072753906)","(2272.462890625, 146.93537139892578)","(90.45502662658691, 593.5260620117188)","(1295.345458984375, 481.29246520996094)","(1303.629638671875, 437.88011169433594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
202,"(1217.1378173828125, 337.9698028564453)","(2272.703125, 147.80718994140625)","(91.29194641113281, 593.6995849609375)","(1285.9366455078125, 489.5358428955078)","(1302.9732666015625, 438.4889831542969)","(1404.9605712890625, 7.243984777480364)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
203,"(1407.8829956054688, 9.310200542211533)","(1246.9720458984375, 309.0885925292969)","(2273.54150390625, 146.87343978881836)","(91.26081085205078, 593.3189697265625)","(1295.7254638671875, 495.384521484375)","(1060.837646484375, 325.45384216308594)","(1302.90087890625, 449.2802734375)","(1411.6751708984375, 8.801917780190706)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
204,"(1404.3883056640625, 12.066269420087337)","(1205.9940795898438, 341.8689422607422)","(2274.8697509765625, 145.83619689941406)","(91.26509094238281, 593.5066223144531)","(1296.9263305664062, 505.60594177246094)","(1304.703125, 464.65663146972656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
205,"(1406.1336059570312, 10.021355502307415)","(1204.2818603515625, 346.7467498779297)","(2274.585693359375, 146.7808494567871)","(91.75628662109375, 593.9977416992188)","(1282.654052734375, 520.8172149658203)","(1304.8193359375, 476.49134826660156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
206,"(1254.7164306640625, 331.48988342285156)","(1404.5667114257812, 12.393545724451542)","(2275.281494140625, 147.5667266845703)","(90.95380783081055, 593.9596557617188)","(1296.7252807617188, 536.4640808105469)","(1069.2545166015625, 328.0306701660156)","(1300.3705444335938, 495.4844207763672)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
207,"(1255.2619018554688, 334.69859313964844)","(1390.6246337890625, 17.4413178935647)","(1068.9972534179688, 327.5433044433594)","(2275.23974609375, 147.3660888671875)","(90.4815902709961, 594.4379272460938)","(1287.7780151367188, 535.3675537109375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
208,"(1380.7484130859375, 14.5139434710145)","(1198.7410278320312, 360.36651611328125)","(2275.8768310546875, 147.14337539672852)","(90.67577934265137, 594.1388549804688)","(1285.061279296875, 537.019775390625)","(1071.5204467773438, 328.68263244628906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
209,"(1260.485595703125, 331.58802795410156)","(1364.4736938476562, 26.600805282592773)","(2275.8773193359375, 147.32252502441406)","(90.91936874389648, 594.228271484375)","(1286.9974975585938, 546.3396911621094)","(1075.1934204101562, 328.4300079345703)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
210,"(1261.4664306640625, 327.65528869628906)","(1381.3117065429688, 28.664774179458618)","(2275.93701171875, 147.67193984985352)","(91.20393562316895, 594.0483703613281)","(1289.655029296875, 553.5673217773438)","(1075.2945556640625, 326.19651794433594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
211,"(1263.331298828125, 329.30567932128906)","(1382.4324951171875, 13.818765610456467)","(2276.077392578125, 148.09703063964844)","(91.74957847595215, 594.5444030761719)","(1284.3278198242188, 559.7843017578125)","(1074.4850463867188, 327.53106689453125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
212,"(1428.0960693359375, 10.713036518543959)","(2275.9825439453125, 149.08255004882812)","(91.02973747253418, 594.4807434082031)","(1272.614501953125, 565.3800964355469)","(1073.51904296875, 328.1227264404297)","(1270.9850463867188, 327.3904266357422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
213,"(1266.823486328125, 333.2550964355469)","(1449.8965454101562, 7.599098619073629)","(2276.337890625, 149.80298233032227)","(91.13422012329102, 594.5001220703125)","(1275.3737182617188, 566.3080139160156)","(1072.7294921875, 328.33709716796875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
214,"(1269.3067016601562, 332.37889099121094)","(2273.96435546875, 152.53310775756836)","(90.97524452209473, 594.2685852050781)","(1276.2838745117188, 564.9942626953125)","(1072.546630859375, 328.3484344482422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
215,"(1267.7953491210938, 313.88404846191406)","(2275.9930419921875, 151.56474685668945)","(91.09878158569336, 594.3522338867188)","(1270.1577758789062, 567.3359680175781)","(1079.4802856445312, 332.1571502685547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
216,"(1267.9528198242188, 306.09796142578125)","(2277.3773193359375, 151.12091827392578)","(90.77058792114258, 594.2239074707031)","(1259.7998046875, 563.7965087890625)","(1080.623291015625, 336.64649963378906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
217,"(1263.5296020507812, 312.051025390625)","(2277.743896484375, 152.59051132202148)","(90.81205940246582, 594.6156921386719)","(1258.4469604492188, 570.716064453125)","(1074.361572265625, 335.97996520996094)","(1464.6854248046875, 4.621306715533137)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
218,"(1270.0279541015625, 321.18589782714844)","(1452.0966796875, 11.232297141104937)","(1249.841064453125, 571.0946960449219)","(2277.069580078125, 152.76683044433594)","(91.64417457580566, 595.8171081542969)","(1073.0849609375, 340.94085693359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
219,"(1267.3189086914062, 337.3195495605469)","(1394.4462890625, 10.53684639185667)","(1242.6265869140625, 563.5041809082031)","(2278.320556640625, 151.93507766723633)","(92.06549644470215, 595.7035522460938)","(1071.1720581054688, 342.08526611328125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
220,"(1398.2225341796875, 15.86336500197649)","(1214.0471801757812, 362.58074951171875)","(2279.4822998046875, 152.21804428100586)","(92.11344528198242, 596.0474243164062)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
221,"(1376.117431640625, 16.536615177989006)","(1209.333251953125, 363.4325408935547)","(2279.842041015625, 152.16194534301758)","(92.0208740234375, 595.2636108398438)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
222,"(1381.350341796875, 12.682438053190708)","(1205.9287109375, 365.9236755371094)","(2281.381591796875, 152.53091049194336)","(91.84557723999023, 595.7787475585938)","(1252.479736328125, 566.7125244140625)","(1317.5885009765625, 4.0463841781020164)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
223,"(1375.6392822265625, 11.013604521751404)","(1207.57177734375, 364.1560974121094)","(2282.7135009765625, 153.0323486328125)","(91.97129249572754, 595.720703125)","(1252.3447875976562, 565.8802490234375)","(1314.4739379882812, 4.395163033157587)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
224,"(1397.8690795898438, 13.961974412202835)","(1205.9124755859375, 365.56280517578125)","(2282.6546630859375, 153.7626190185547)","(91.30910873413086, 595.0701599121094)","(1257.9667358398438, 566.8750305175781)","(1060.9359741210938, 348.1974334716797)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
225,"(1422.5081176757812, 8.238128393888474)","(1206.15576171875, 365.54026794433594)","(2282.451904296875, 153.9587516784668)","(91.16999816894531, 594.6834411621094)","(1064.2218627929688, 346.6139831542969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
226,"(1206.9757080078125, 364.7159729003906)","(2281.287109375, 154.28598403930664)","(90.60295104980469, 594.1622924804688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
227,"(2281.3023681640625, 154.33540725708008)","(1257.4007568359375, 346.90419006347656)","(91.00874710083008, 593.4167785644531)","(1265.2845458984375, 566.9905395507812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
228,"(1260.6834716796875, 568.27392578125)","(2282.041259765625, 153.9082908630371)","(91.30227088928223, 593.0245971679688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
229,"(2282.2274169921875, 153.1976432800293)","(91.60325813293457, 592.5151672363281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
230,"(1257.7390747070312, 340.7414093017578)","(2282.2125244140625, 152.95743560791016)","(91.3370418548584, 593.7677001953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
231,"(1258.4705200195312, 346.53712463378906)","(2281.31103515625, 153.96871948242188)","(91.08978652954102, 594.0897521972656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
232,"(1258.2920532226562, 349.35780334472656)","(2282.4505615234375, 153.77679061889648)","(90.45269584655762, 593.4632568359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
233,"(1263.9567260742188, 346.3867645263672)","(2282.5797119140625, 154.41891479492188)","(1263.3271484375, 562.8497314453125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
234,"(1370.344482421875, 8.756762228906155)","(1209.5679931640625, 361.5341491699219)","(2281.835693359375, 154.03095626831055)","(1269.5247192382812, 345.95367431640625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
235,"(1365.348876953125, 7.809637855738401)","(1210.4238891601562, 364.02459716796875)","(2281.756103515625, 153.58256149291992)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
236,"(1262.8690185546875, 345.34523010253906)","(1369.36962890625, 6.847866650670767)","(2281.371826171875, 153.59490966796875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
237,"(1205.458251953125, 365.0070343017578)","(2281.825439453125, 153.19733810424805)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
238,"(1269.6871337890625, 336.7104034423828)","(2280.5234375, 153.72503280639648)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
239,"(1266.560791015625, 339.48011779785156)","(2279.42236328125, 153.7852897644043)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
240,"(1262.5807495117188, 335.2657012939453)","(2278.939697265625, 153.19469451904297)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
241,"(1258.6910400390625, 341.0392761230469)","(2276.53173828125, 153.8675651550293)","(1261.2913208007812, 563.8695678710938)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
242,"(1258.7662353515625, 343.9546203613281)","(2275.4312744140625, 154.17357635498047)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
243,"(1254.531494140625, 346.5097198486328)","(1261.4234619140625, 562.8200073242188)","(2274.935302734375, 154.35026168823242)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
244,"(1252.740234375, 346.2860565185547)","(2273.9488525390625, 154.12669372558594)","(1267.7161254882812, 563.3822937011719)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
245,"(1201.0006713867188, 362.07579040527344)","(1384.68896484375, 7.472399644553661)","(1255.2628784179688, 565.6754150390625)","(2274.51416015625, 153.59735107421875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
246,"(1358.886962890625, 17.25839638710022)","(1194.6780395507812, 367.4197998046875)","(2273.1854248046875, 152.67119216918945)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
247,"(1343.86083984375, 29.795576572418213)","(1072.2645874023438, 336.1769561767578)","(1244.308349609375, 564.970947265625)","(2272.2879638671875, 153.06270599365234)","(89.47120666503906, 592.92822265625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
248,"(1335.7147827148438, 21.860083639621735)","(1194.7720336914062, 362.3172912597656)","(2271.8912353515625, 152.86876678466797)","(1248.2155151367188, 565.8779602050781)","(1269.2537841796875, 13.152275279164314)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
249,"(1250.5257568359375, 346.2779998779297)","(1335.820068359375, 16.198473006486893)","(1243.3338623046875, 567.0046997070312)","(2272.1435546875, 152.96001434326172)","(1267.1849975585938, 5.313990566879511)","(1071.900634765625, 335.9952697753906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
250,"(1250.369384765625, 349.78868103027344)","(1343.614013671875, 17.729160241782665)","(1072.7153930664062, 336.8678894042969)","(1244.9102783203125, 570.1543273925781)","(2272.2109375, 152.16338348388672)","(89.81136894226074, 593.5675659179688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
251,"(1345.5467529296875, 9.175588350743055)","(1203.5336303710938, 376.0269012451172)","(2273.16552734375, 151.54297256469727)","(1251.9768676757812, 568.4111938476562)","(1069.1416625976562, 337.0802001953125)","(1260.7175903320312, 350.0590362548828)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
252,"(1261.7415161132812, 348.8461456298828)","(1200.2101440429688, 370.6864318847656)","(2272.505859375, 149.88922119140625)","(1258.9657592773438, 566.401123046875)","(1070.3377685546875, 337.8846893310547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
253,"(1262.334716796875, 348.85980224609375)","(1202.6573486328125, 377.4563751220703)","(2271.26416015625, 149.70416641235352)","(1260.1248168945312, 564.0523071289062)","(1072.5496215820312, 335.0620422363281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
254,"(1203.688720703125, 374.16648864746094)","(2270.7996826171875, 149.4850196838379)","(1266.7296752929688, 352.46160888671875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
255,"(1200.5862426757812, 367.30885314941406)","(2271.0234375, 149.27922821044922)","(1077.3743286132812, 337.7983703613281)","(1263.8953247070312, 353.2630157470703)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
256,"(1202.8057861328125, 366.3724060058594)","(2271.69873046875, 147.64638900756836)","(1067.8483276367188, 337.63136291503906)","(1264.5907592773438, 352.55767822265625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
257,"(1415.5650024414062, 7.419705770909786)","(1204.1603393554688, 365.1632080078125)","(2272.46044921875, 145.63311004638672)","(88.8331298828125, 592.4911804199219)","(1264.9005737304688, 350.5924072265625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
258,"(1402.5494995117188, 13.105788998305798)","(1204.0779418945312, 364.22056579589844)","(2272.150634765625, 145.20983505249023)","(89.89876937866211, 591.8825378417969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
259,"(1255.34814453125, 344.35435485839844)","(1374.4588012695312, 12.136395536363125)","(1256.0590209960938, 562.0920104980469)","(2271.5303955078125, 143.57366943359375)","(89.53088188171387, 592.2906494140625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
260,"(1256.099853515625, 342.20936584472656)","(1367.0349731445312, 15.430011861026287)","(1254.284423828125, 561.3131103515625)","(2271.3541259765625, 142.68806838989258)","(89.02463150024414, 592.7296752929688)","(1066.1962280273438, 336.99559020996094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
261,"(1254.173095703125, 343.01220703125)","(1391.6591796875, 9.965958964079618)","(2270.6754150390625, 142.53653717041016)","(88.3211612701416, 592.64306640625)","(1258.9000854492188, 560.4089965820312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
262,"(1250.1785888671875, 345.37059020996094)","(1383.5731201171875, 4.704384621232748)","(2269.7261962890625, 140.8908576965332)","(88.01868438720703, 593.1549682617188)","(1260.1383056640625, 561.6444396972656)","(1061.7845458984375, 337.9653015136719)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
263,"(1257.413330078125, 346.6206359863281)","(1202.3016967773438, 370.9949645996094)","(2268.24609375, 138.7951316833496)","(88.1974048614502, 593.3492431640625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
264,"(1260.2941284179688, 345.99049377441406)","(2267.6251220703125, 137.03115844726562)","(87.97652816772461, 593.7897033691406)","(1263.1209716796875, 559.8321838378906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
265,"(1258.529296875, 345.9248352050781)","(1196.2928466796875, 362.06805419921875)","(2267.46435546875, 135.54595565795898)","(87.79316520690918, 594.1212768554688)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
266,"(1260.4183349609375, 346.0926513671875)","(2266.8272705078125, 135.18154525756836)","(87.90804100036621, 593.5564880371094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
267,"(1262.1091918945312, 346.6068878173828)","(1204.5733642578125, 363.2156219482422)","(2266.83740234375, 135.40598678588867)","(88.15612983703613, 593.1155395507812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
268,"(1262.4618530273438, 346.1783752441406)","(1200.2412109375, 364.7769317626953)","(2266.5035400390625, 134.84280395507812)","(87.36779594421387, 594.4642028808594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
269,"(1262.1268310546875, 346.7342529296875)","(1202.6885375976562, 362.6861114501953)","(2266.3665771484375, 134.55147171020508)","(87.76372146606445, 595.0954895019531)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
270,"(1262.63037109375, 341.5404815673828)","(1198.833740234375, 360.0032958984375)","(2265.6983642578125, 135.5741424560547)","(87.5079574584961, 595.147216796875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
271,"(1266.0460815429688, 333.79075622558594)","(1200.2176513671875, 358.0637664794922)","(2265.58349609375, 136.0457420349121)","(87.22818183898926, 594.9867858886719)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
272,"(1265.3424072265625, 326.89964294433594)","(1199.8863525390625, 358.45567321777344)","(2265.6612548828125, 135.93051147460938)","(87.94130325317383, 594.2242126464844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
273,"(2265.0709228515625, 138.95867919921875)","(87.88146591186523, 593.9807739257812)","(1246.2115478515625, 561.5147094726562)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
274,"(1201.6998291015625, 359.0616455078125)","(2264.7647705078125, 141.2376251220703)","(88.23735237121582, 594.2044372558594)","(1244.1956787109375, 562.6106567382812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
275,"(1259.8741455078125, 334.06268310546875)","(2265.1842041015625, 143.04301834106445)","(88.24722480773926, 594.5978088378906)","(1248.252197265625, 563.0196533203125)","(1129.7957763671875, 568.0026245117188)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
276,"(1259.7124633789062, 335.55584716796875)","(1198.058837890625, 360.9739074707031)","(2265.6593017578125, 143.5608253479004)","(87.94744873046875, 594.4947509765625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
277,"(1260.2334594726562, 339.20225524902344)","(1199.8448486328125, 359.414794921875)","(2264.61767578125, 143.48245239257812)","(87.56368827819824, 594.1946105957031)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
278,"(1258.9381103515625, 340.63702392578125)","(1197.9056396484375, 361.7060089111328)","(2264.1824951171875, 143.09955215454102)","(86.83992385864258, 594.359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
279,"(1261.8344116210938, 340.1864013671875)","(1198.583984375, 362.5970916748047)","(2263.9581298828125, 143.60186386108398)","(86.92460632324219, 594.3438415527344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
280,"(1258.4812622070312, 336.2714385986328)","(1195.5514526367188, 362.4661560058594)","(2265.17578125, 143.83209991455078)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
