 0,"[759.928466796875, 123.86176681518555]","[1835.1339721679688, 685.7120666503906]","[1000.2539978027344, 126.0054702758789]","[2126.350830078125, 764.6376342773438]","[719.0085754394531, 221.14791107177734]","[30.57135544717312, 390.5902099609375]","[1663.48095703125, 798.57470703125]","[1897.6322021484375, 173.31031036376953]"
1,"[758.8365478515625, 122.31440734863281]","[1832.8103637695312, 685.1356201171875]","[1002.7882995605469, 126.60881423950195]","[2126.936767578125, 764.5216369628906]","[719.9171142578125, 219.68861389160156]","[31.062961518764496, 391.02528381347656]","[1934.3221435546875, 728.1885681152344]","[1670.7049560546875, 799.2117004394531]","[1897.5523681640625, 173.46551513671875]"
2,"[761.4629211425781, 121.31032943725586]","[1833.6934204101562, 684.24072265625]","[1003.1838073730469, 126.15108108520508]","[2127.1815185546875, 764.4497680664062]","[718.4252319335938, 218.3685073852539]","[31.336942315101624, 391.0590515136719]","[1940.6035766601562, 729.2065124511719]","[1672.74169921875, 800.5250549316406]","[1897.0772705078125, 173.56536865234375]"
3,"[761.2135009765625, 119.84558486938477]","[1833.0972290039062, 685.9962768554688]","[1002.1003723144531, 127.31609725952148]","[2126.8485107421875, 764.8796691894531]","[718.0328674316406, 218.56868743896484]","[31.930261991918087, 390.84063720703125]","[1940.4332275390625, 728.9906005859375]","[1674.3754272460938, 800.6063232421875]","[1896.4967651367188, 172.30567169189453]"
4,"[760.7647399902344, 119.80424880981445]","[1834.2191162109375, 685.4754638671875]","[978.8330383300781, 115.86013793945312]","[2126.0179443359375, 764.4736022949219]","[717.6399536132812, 218.72010803222656]","[31.278010293841362, 390.7740478515625]","[1942.0298461914062, 728.9959106445312]","[1673.867431640625, 801.0064086914062]","[1895.7950439453125, 174.06891632080078]"
5,"[761.31884765625, 119.92244338989258]","[1836.4542846679688, 684.0924377441406]","[980.8539123535156, 117.55876541137695]","[2126.4378662109375, 764.5363159179688]","[717.1299133300781, 219.17552947998047]","[31.809640198946, 390.937255859375]","[1943.0272827148438, 732.854736328125]","[1674.8765258789062, 799.4428405761719]","[1895.5004272460938, 171.7953872680664]"
6,"[762.3109130859375, 120.14622497558594]","[1834.321044921875, 683.4866027832031]","[978.4166870117188, 116.14530181884766]","[2126.429443359375, 764.3922424316406]","[716.4697875976562, 218.31544494628906]","[1940.6798095703125, 732.04638671875]","[1670.1386108398438, 798.5933837890625]","[1894.7348022460938, 169.45912170410156]"
7,"[760.7776184082031, 121.31636047363281]","[975.1957702636719, 115.4717903137207]","[2126.244384765625, 764.4111633300781]","[714.8471069335938, 218.28382110595703]","[31.199029058218002, 390.8643341064453]","[1841.2257690429688, 673.7862243652344]","[1932.2415161132812, 734.8263854980469]","[1666.6954956054688, 797.5239868164062]","[1894.5757446289062, 168.5976791381836]"
8,"[757.9126281738281, 120.61399459838867]","[973.8529357910156, 113.99566268920898]","[2126.4942626953125, 764.3501892089844]","[714.1381225585938, 217.6613006591797]","[1924.9677734375, 176.5716323852539]","[31.2055467069149, 390.66404724121094]","[1841.977783203125, 671.0473937988281]","[1936.7946166992188, 733.9878234863281]","[1664.5270385742188, 798.4376831054688]","[1895.068603515625, 168.87120819091797]"
9,"[994.2481079101562, 123.6230239868164]","[755.9094543457031, 119.7814826965332]","[2125.9158935546875, 764.3731994628906]","[713.7948608398438, 218.44158172607422]","[1925.3065185546875, 176.66927337646484]","[31.49792344123125, 390.6826629638672]","[955.6558532714844, 107.00655364990234]","[1840.1018676757812, 670.8271789550781]","[1936.1213989257812, 735.8281860351562]","[1665.4929809570312, 801.0772399902344]","[1895.6201171875, 165.59838104248047]"
10,"[995.8211975097656, 124.93973922729492]","[756.2254333496094, 121.16690063476562]","[2126.0909423828125, 764.2332458496094]","[713.0386962890625, 218.7333526611328]","[31.445565074682236, 390.6269073486328]","[955.0598449707031, 107.39252853393555]","[1837.3905639648438, 670.1834106445312]","[1935.805908203125, 738.4148254394531]","[1664.6689453125, 802.0861511230469]","[1894.5897827148438, 162.37975311279297]"
11,"[994.9020385742188, 124.22332763671875]","[755.5837097167969, 121.28544235229492]","[2126.235595703125, 764.4723510742188]","[713.583984375, 218.56629180908203]","[1928.0077514648438, 177.8799285888672]","[31.306706689298153, 391.0699768066406]","[954.4931030273438, 106.8496322631836]","[1837.550537109375, 670.6570129394531]","[1935.30029296875, 740.6627502441406]","[1663.2857666015625, 802.640625]","[1894.9185791015625, 162.10305786132812]"
12,"[994.8443603515625, 123.43638610839844]","[755.4559020996094, 120.03699111938477]","[2125.8885498046875, 764.1470642089844]","[713.7729187011719, 217.53917694091797]","[1925.983154296875, 176.97222137451172]","[30.848116844892502, 391.0017547607422]","[1834.466064453125, 670.5902404785156]","[1934.4794311523438, 741.9850158691406]","[1661.3203125, 801.2726135253906]","[1895.0903930664062, 161.7128677368164]"
13,"[993.8595275878906, 123.17574310302734]","[754.5399780273438, 118.6382827758789]","[2125.6322021484375, 765.1116027832031]","[713.9372863769531, 217.57264709472656]","[1924.93359375, 177.431640625]","[30.875743195414543, 391.0036163330078]","[1832.7879638671875, 672.9303588867188]","[1932.3988647460938, 744.6321411132812]","[1660.3050537109375, 802.8080444335938]","[1894.9434204101562, 161.2085418701172]"
14,"[993.4007568359375, 122.23280334472656]","[755.6231384277344, 118.24141311645508]","[2126.3416748046875, 765.6637878417969]","[715.8610534667969, 217.67414093017578]","[1925.112060546875, 177.79248809814453]","[31.622100114822388, 391.3199462890625]","[1830.7628784179688, 672.4461364746094]","[1933.0189208984375, 743.1438903808594]","[1659.2874755859375, 801.817626953125]","[1895.3553466796875, 160.47762298583984]"
15,"[996.6008911132812, 124.41773986816406]","[757.9606018066406, 117.707275390625]","[2127.109619140625, 766.0287170410156]","[717.1670837402344, 217.18683624267578]","[1925.8054809570312, 177.1774444580078]","[31.524401880800724, 391.2046661376953]","[1831.2655029296875, 669.3083190917969]","[1931.6777954101562, 742.0121765136719]","[1658.5894165039062, 801.1741943359375]","[1895.2294311523438, 160.9453353881836]"
16,"[759.6243591308594, 116.41799926757812]","[1954.825927734375, 857.8513488769531]","[1831.780029296875, 683.2030639648438]","[982.0928344726562, 112.8333969116211]","[2126.8118896484375, 766.3524475097656]","[716.3483276367188, 216.13021850585938]","[1925.3995361328125, 177.63411712646484]","[32.53256867825985, 390.7882537841797]","[1930.4435424804688, 741.9862670898438]","[1657.1864013671875, 801.096435546875]","[1895.4454345703125, 160.30806732177734]"
17,"[761.8660278320312, 114.34137344360352]","[1955.3485107421875, 859.2438354492188]","[1832.402587890625, 682.8531188964844]","[983.1305236816406, 113.75694274902344]","[2127.09814453125, 766.2569580078125]","[717.5390930175781, 214.0802993774414]","[1923.89404296875, 177.27738189697266]","[31.59026923775673, 390.64508056640625]","[1926.9970703125, 741.5577087402344]","[1656.847412109375, 800.59619140625]","[1895.5131225585938, 162.76075744628906]"
18,"[764.6280822753906, 116.87458801269531]","[1954.6387329101562, 859.4751586914062]","[984.5288391113281, 114.83863067626953]","[2127.1231689453125, 766.5182800292969]","[719.7505187988281, 214.73528289794922]","[1925.3621826171875, 176.6175765991211]","[1832.2946166992188, 665.0608825683594]","[1926.6031494140625, 743.9066467285156]","[1656.1838989257812, 799.8711853027344]","[1894.1969604492188, 163.00697326660156]"
19,"[766.9299926757812, 118.1321907043457]","[1954.6270751953125, 859.5951843261719]","[988.0636291503906, 115.50984573364258]","[2127.005615234375, 766.7408447265625]","[721.5819702148438, 215.8799057006836]","[1923.1766967773438, 175.86710357666016]","[30.788057327270508, 390.73155212402344]","[1830.1202392578125, 674.538818359375]","[1927.3561401367188, 745.467529296875]","[1657.9816284179688, 801.1463928222656]","[1893.9837646484375, 165.26104736328125]"
20,"[766.9359741210938, 117.32544708251953]","[1954.7637939453125, 858.7912902832031]","[1830.90966796875, 683.0658569335938]","[984.0239868164062, 114.36043167114258]","[2127.2352294921875, 766.7728576660156]","[723.5173950195312, 216.10244750976562]","[1923.2000122070312, 176.33647918701172]","[1927.0728149414062, 745.7081604003906]","[1658.1908569335938, 801.2863464355469]","[1894.0764770507812, 163.29039764404297]"
21,"[766.4053039550781, 117.26847839355469]","[984.4918518066406, 114.08100128173828]","[2126.770751953125, 766.6281127929688]","[721.7239379882812, 216.6557846069336]","[1923.5615844726562, 176.20557403564453]","[31.701299995183945, 390.73663330078125]","[1830.803466796875, 672.2487487792969]","[1929.840576171875, 747.0212097167969]","[1660.0709228515625, 801.3506469726562]","[1894.4071655273438, 163.59252166748047]"
