ID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
268,"(821.4939880371094, 318.02320861816406)","(479.5124053955078, 212.02102661132812)","(1547.3775024414062, 595.0737609863281)","(1556.1346435546875, 216.60778045654297)","(571.2351989746094, 394.05242919921875)","(848.0057983398438, 334.9575653076172)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
269,"(830.2406311035156, 304.96356201171875)","(485.10418701171875, 208.1082305908203)","(1547.728515625, 595.4750061035156)","(791.3523254394531, 335.7177734375)","(1554.37353515625, 218.86203002929688)","(562.0587768554688, 389.7501983642578)","(839.5827331542969, 343.3814392089844)","(414.03245544433594, 218.94927215576172)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
270,"(485.21766662597656, 208.03619384765625)","(1548.2075805664062, 596.4434204101562)","(782.95166015625, 342.2294616699219)","(1555.0614013671875, 219.7430648803711)","(846.7561950683594, 335.3313293457031)","(651.4746704101562, 360.6847381591797)","(901.9618530273438, 632.8875122070312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
271,"(832.5478820800781, 418.2588806152344)","(488.61468505859375, 205.94842529296875)","(1548.1737670898438, 596.1534729003906)","(1555.5543212890625, 218.53173828125)","(863.8357543945312, 330.63624572753906)","(652.9501037597656, 357.38856506347656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
272,"(490.35963439941406, 204.19764709472656)","(1547.8634033203125, 595.920654296875)","(735.2509765625, 965.0715026855469)","(1555.0396118164062, 219.74855041503906)","(869.6582641601562, 336.52423095703125)","(839.2541809082031, 418.1620635986328)","(650.86767578125, 355.8218688964844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
273,"(817.0629272460938, 327.06752014160156)","(489.09983825683594, 204.53949737548828)","(1547.6693725585938, 596.063232421875)","(886.6487731933594, 338.11253356933594)","(846.4732360839844, 407.6029510498047)","(1577.3729248046875, 198.93292999267578)","(652.1600036621094, 353.9960479736328)","(1550.4918823242188, 226.00482940673828)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
274,"(832.855224609375, 314.68617248535156)","(487.63414001464844, 205.3096923828125)","(1546.8998413085938, 596.3739624023438)","(1556.143798828125, 216.64226531982422)","(905.9178466796875, 336.0841827392578)","(652.1643371582031, 353.16770935058594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
275,"(860.94140625, 309.4259338378906)","(1546.8060913085938, 596.0021362304688)","(1555.6506958007812, 216.62701416015625)","(922.5706176757812, 320.9250183105469)","(857.6128540039062, 681.9625854492188)","(651.4219055175781, 351.3575897216797)","(701.6902465820312, 398.5693664550781)","(411.8229064941406, 224.17166137695312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
276,"(411.8976287841797, 226.2721176147461)","(1547.9953002929688, 595.6534423828125)","(1560.6104125976562, 211.0250473022461)","(924.5809326171875, 313.4403533935547)","(861.2563171386719, 677.0469970703125)","(563.3802185058594, 386.7313232421875)","(651.9343872070312, 351.8574676513672)","(897.9876708984375, 307.72300720214844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
277,"(462.82350158691406, 244.7951202392578)","(1548.3021240234375, 595.2152404785156)","(1560.8607177734375, 213.58924865722656)","(917.229248046875, 312.1565399169922)","(861.52490234375, 677.0254821777344)","(564.3063354492188, 387.54664611816406)","(653.1319885253906, 352.72882080078125)","(901.7380981445312, 313.814453125)","(409.6508483886719, 227.0148696899414)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
278,"(1547.5575561523438, 595.748046875)","(1556.7782592773438, 219.31874084472656)","(910.1107177734375, 318.9889221191406)","(860.0625610351562, 679.940185546875)","(566.2176208496094, 387.52037048339844)","(1576.7899780273438, 197.27157592773438)","(652.7352905273438, 353.4726257324219)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
279,"(846.1656799316406, 323.5517272949219)","(1547.843017578125, 595.6382446289062)","(1557.419677734375, 217.63113403320312)","(899.2667846679688, 330.4300994873047)","(851.6567687988281, 686.6052551269531)","(567.5135192871094, 388.72987365722656)","(842.0609741210938, 501.04103088378906)","(1576.917724609375, 197.1650848388672)","(654.6058349609375, 355.11460876464844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
280,"(818.5342102050781, 324.7240447998047)","(1547.0332641601562, 596.7767944335938)","(1562.77587890625, 211.1055450439453)","(887.4398193359375, 334.1443634033203)","(568.5531921386719, 390.12745666503906)","(655.8078002929688, 357.7257537841797)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
281,"(476.85902404785156, 246.5907974243164)","(417.1036376953125, 224.0640106201172)","(1547.0294799804688, 597.6766052246094)","(568.440673828125, 388.7721710205078)","(801.5657348632812, 311.19960021972656)","(1566.59033203125, 205.8039093017578)","(869.5661010742188, 337.07958984375)","(654.9581909179688, 355.4535369873047)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
282,"(569.6082763671875, 387.84120178222656)","(416.1749267578125, 223.355712890625)","(1547.0040893554688, 597.4985046386719)","(1568.0447387695312, 202.62562561035156)","(860.705322265625, 331.0677185058594)","(862.294189453125, 677.4085388183594)","(833.5639953613281, 416.2900848388672)","(656.2201843261719, 355.0047607421875)","(904.6469421386719, 630.2846984863281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
283,"(814.1159362792969, 310.14845275878906)","(568.340087890625, 387.4164123535156)","(1547.087646484375, 596.8458862304688)","(1576.2579345703125, 195.50658416748047)","(853.3721923828125, 319.39353942871094)","(656.6683959960938, 355.26097106933594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
284,"(1548.0182495117188, 597.1744384765625)","(1569.9935913085938, 200.77068328857422)","(840.2139892578125, 317.64813232421875)","(571.1813049316406, 389.2482452392578)","(525.892578125, 262.33033752441406)","(656.1188659667969, 356.4989318847656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
285,"(829.1195373535156, 318.4404602050781)","(1547.7681274414062, 598.5408325195312)","(572.0027770996094, 387.2615966796875)","(1577.6544799804688, 192.96675872802734)","(870.8253479003906, 325.88343811035156)","(527.907470703125, 262.7315979003906)","(655.7963562011719, 355.2391815185547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
286,"(830.7634582519531, 320.98406982421875)","(1547.111572265625, 597.4155883789062)","(1578.3255615234375, 193.06732177734375)","(878.81494140625, 335.4369354248047)","(576.9700927734375, 389.3146057128906)","(658.4197387695312, 354.0313415527344)","(900.1907043457031, 632.4468383789062)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
287,"(812.9842834472656, 319.2222137451172)","(1547.3129272460938, 596.8590087890625)","(1577.5411376953125, 193.56549072265625)","(877.8507080078125, 341.5404357910156)","(576.0048828125, 389.72344970703125)","(659.8580932617188, 351.87696838378906)","(900.0355224609375, 631.5185546875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
288,"(823.3934326171875, 414.9415740966797)","(1548.3145141601562, 595.7151794433594)","(1564.4673461914062, 207.0488739013672)","(870.5553894042969, 338.1054382324219)","(575.4649353027344, 387.0334930419922)","(731.3237609863281, 966.4299011230469)","(423.33055114746094, 232.66583251953125)","(1581.6419677734375, 190.85659790039062)","(661.9520263671875, 357.8285217285156)","(900.4449462890625, 632.5305480957031)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
289,"(1547.5285034179688, 596.7970275878906)","(858.5789489746094, 324.472412109375)","(575.591796875, 387.5156707763672)","(424.5160217285156, 231.77149963378906)","(1581.1936645507812, 190.5057830810547)","(712.5059814453125, 387.06553649902344)","(1553.9991455078125, 222.7986297607422)","(899.6270446777344, 634.0498962402344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
290,"(1547.7805786132812, 596.4479370117188)","(783.9754028320312, 323.85797119140625)","(855.30029296875, 322.7840118408203)","(576.2050170898438, 389.13694763183594)","(425.2947998046875, 231.9450225830078)","(1581.7648315429688, 190.20863342285156)","(718.3950805664062, 392.8329162597656)","(1553.3392944335938, 223.64707946777344)","(899.8437805175781, 634.3998107910156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
291,"(1548.0475463867188, 595.671142578125)","(1239.7745971679688, 357.29917907714844)","(780.9083251953125, 318.26904296875)","(848.8422241210938, 328.5384063720703)","(581.8500366210938, 391.30699157714844)","(894.9158935546875, 630.412353515625)","(424.9864807128906, 232.96200561523438)","(1579.9462890625, 190.3047103881836)","(1553.1843872070312, 224.21107482910156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
292,"(1549.0711669921875, 595.0385437011719)","(1238.6427001953125, 357.9999694824219)","(803.5191040039062, 313.8099822998047)","(848.0344848632812, 334.3119659423828)","(582.0, 391.06732177734375)","(898.6265869140625, 631.8844909667969)","(423.9559631347656, 230.58546447753906)","(1583.9122314453125, 188.29192352294922)","(1550.797607421875, 223.86563110351562)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
293,"(1549.1571044921875, 595.889404296875)","(1238.6669921875, 358.0323486328125)","(734.7284851074219, 963.0323181152344)","(815.0496520996094, 322.66639709472656)","(878.7498168945312, 331.62200927734375)","(580.986572265625, 391.8234558105469)","(1582.9219360351562, 191.78688049316406)","(1550.9445190429688, 223.4594497680664)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
294,"(834.5252685546875, 312.6135559082031)","(1548.9309692382812, 596.82275390625)","(735.7559509277344, 962.8270263671875)","(899.8305053710938, 322.5603485107422)","(860.063720703125, 402.29185485839844)","(525.3152923583984, 273.63014221191406)","(1553.6035766601562, 221.2978057861328)","(903.0370178222656, 634.7581176757812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
295,"(1548.60693359375, 597.2527770996094)","(1235.8452758789062, 357.81190490722656)","(837.7349853515625, 300.2567901611328)","(1558.0330200195312, 212.49983978271484)","(899.9079284667969, 320.9761962890625)","(525.6427154541016, 275.3237762451172)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
296,"(867.4443664550781, 399.6717834472656)","(1548.7743530273438, 590.6163330078125)","(1234.841552734375, 358.78416442871094)","(844.9155883789062, 298.41685485839844)","(907.651123046875, 315.747802734375)","(857.8955078125, 685.4777526855469)","(526.0403137207031, 275.3362121582031)","(1555.793701171875, 219.88858032226562)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
297,"(840.1427307128906, 505.10716247558594)","(1550.576904296875, 597.0308837890625)","(1233.8416748046875, 358.2894287109375)","(836.3983764648438, 306.39833068847656)","(1560.3169555664062, 211.0534210205078)","(903.6754760742188, 311.6345977783203)","(855.1663513183594, 687.0189514160156)","(523.2263946533203, 276.3462371826172)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
298,"(1548.2748413085938, 598.968017578125)","(1233.830322265625, 358.4146270751953)","(833.7914123535156, 300.1505584716797)","(1559.2318725585938, 211.97520446777344)","(891.5908813476562, 311.3506164550781)","(108.0955924987793, 257.34973907470703)","(512.6095886230469, 273.8290710449219)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
299,"(825.8433532714844, 309.71287536621094)","(1548.198974609375, 598.8944091796875)","(1233.7286376953125, 358.24774169921875)","(1558.587646484375, 214.32353973388672)","(879.4662170410156, 315.4275207519531)","(663.9715576171875, 357.4005889892578)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
300,"(817.0775451660156, 323.0109558105469)","(1548.1405639648438, 597.658447265625)","(1239.8258056640625, 358.96839904785156)","(1564.30078125, 203.2727813720703)","(864.8389587402344, 334.0971374511719)","(860.9600219726562, 681.6488342285156)","(896.9223327636719, 631.4529418945312)","(516.5646362304688, 282.4596710205078)","(660.3557434082031, 357.51295471191406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
301,"(810.7218322753906, 328.4178924560547)","(1546.5069580078125, 592.7973937988281)","(1241.6448364257812, 357.8770294189453)","(1577.8599243164062, 195.9296875)","(857.7318115234375, 352.9043273925781)","(582.4352111816406, 385.8897247314453)","(893.79638671875, 633.4782409667969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
302,"(1547.0479736328125, 594.9790649414062)","(1242.3358154296875, 356.7251281738281)","(783.0627746582031, 332.3659362792969)","(893.2619323730469, 633.1918640136719)","(848.6219177246094, 363.08409118652344)","(515.0163269042969, 284.21014404296875)","(1551.834228515625, 221.62430572509766)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
303,"(1546.7070922851562, 596.9466857910156)","(1241.1652221679688, 357.09063720703125)","(757.3917846679688, 347.16357421875)","(1561.9435424804688, 207.63809204101562)","(816.5620422363281, 306.8556365966797)","(892.2235412597656, 634.4201049804688)","(843.2916564941406, 351.7801513671875)","(513.7085723876953, 283.2186279296875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
304,"(1547.8211059570312, 596.5693359375)","(752.2162170410156, 349.357666015625)","(835.5502014160156, 333.00074768066406)","(109.37385559082031, 257.5635223388672)","(580.814208984375, 397.3541259765625)","(893.5792236328125, 632.6118469238281)","(422.1923065185547, 233.93131256103516)","(1578.6571044921875, 195.47106170654297)","(1551.7498779296875, 223.45521545410156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
305,"(1548.3541259765625, 596.2403259277344)","(1238.1624145507812, 357.5172119140625)","(779.8849182128906, 324.0450744628906)","(848.0805053710938, 325.9060363769531)","(580.9976501464844, 397.8650207519531)","(895.1135559082031, 632.7333679199219)","(419.8284606933594, 236.3759536743164)","(1551.0978393554688, 221.33441925048828)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
306,"(1547.42626953125, 596.6224365234375)","(1235.7247924804688, 357.1175537109375)","(816.9609985351562, 296.92999267578125)","(855.774658203125, 313.6231384277344)","(580.0557556152344, 399.92686462402344)","(896.6941833496094, 634.0577392578125)","(420.5644836425781, 234.66211700439453)","(107.98162841796875, 257.8153991699219)","(1552.5667114257812, 221.154541015625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
307,"(1546.8592529296875, 596.7142333984375)","(1235.3141479492188, 357.6599884033203)","(1556.5282592773438, 213.98192596435547)","(850.4216918945312, 311.2143096923828)","(853.5398864746094, 688.0469970703125)","(581.190673828125, 400.5510559082031)","(421.23211669921875, 233.88127899169922)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
308,"(1546.4393310546875, 597.9978332519531)","(1235.7009887695312, 358.51666259765625)","(1560.1927490234375, 208.78112030029297)","(862.8213500976562, 308.15565490722656)","(856.1405944824219, 686.0225219726562)","(584.8181457519531, 399.62469482421875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
309,"(1547.031005859375, 597.4241638183594)","(1236.743896484375, 357.4783935546875)","(1562.1189575195312, 208.30230712890625)","(871.1815490722656, 311.0498352050781)","(856.368896484375, 684.956298828125)","(587.4476013183594, 396.7831115722656)","(525.0317077636719, 280.52935791015625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
310,"(830.4654846191406, 318.8150177001953)","(1547.5140380859375, 598.1474304199219)","(735.6725158691406, 962.3353881835938)","(1562.0458374023438, 209.80667877197266)","(880.3672485351562, 316.673583984375)","(592.8792114257812, 396.3120880126953)","(841.966796875, 410.3897247314453)","(504.3451232910156, 261.6152038574219)","(901.7152404785156, 632.4211730957031)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
311,"(1548.5565185546875, 597.8746337890625)","(811.7001342773438, 320.6669616699219)","(735.1537475585938, 963.277099609375)","(868.4252319335938, 319.1978454589844)","(592.1452331542969, 395.9099578857422)","(532.4261779785156, 274.24073791503906)","(1552.4232177734375, 220.77620697021484)","(901.6630859375, 633.0062561035156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
312,"(1547.2019653320312, 599.1190185546875)","(795.8746032714844, 320.1137237548828)","(733.7754211425781, 962.8080749511719)","(1555.9188842773438, 215.22228240966797)","(859.2335815429688, 322.0379943847656)","(590.769775390625, 394.71705627441406)","(426.3725891113281, 231.69446563720703)","(528.8043670654297, 269.38668060302734)","(901.7374572753906, 633.0519714355469)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
313,"(1547.9615478515625, 600.1270446777344)","(792.7367553710938, 314.7355499267578)","(734.3700561523438, 962.9527893066406)","(1555.0687255859375, 214.73745727539062)","(854.7458190917969, 312.85987854003906)","(531.7486419677734, 270.70153045654297)","(682.2544250488281, 366.7528076171875)","(902.5720520019531, 634.146240234375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
314,"(497.60414123535156, 252.01177978515625)","(1547.8696899414062, 599.0885620117188)","(807.5529174804688, 295.4295196533203)","(1553.3914184570312, 213.79159545898438)","(854.0333251953125, 306.8759765625)","(593.9556274414062, 388.9331359863281)","(897.6751708984375, 631.9693603515625)","(682.2271118164062, 365.65541076660156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
315,"(1546.6168212890625, 598.7640075683594)","(818.3739318847656, 295.2976379394531)","(1555.3176879882812, 213.11255645751953)","(858.8051147460938, 305.75164794921875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
316,"(1547.2872924804688, 598.44921875)","(1556.2037963867188, 213.7183609008789)","(862.8024597167969, 311.0284881591797)","(598.0535888671875, 389.59275817871094)","(817.1470031738281, 290.3302917480469)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
317,"(1547.2236328125, 599.1246643066406)","(879.3019409179688, 315.72422790527344)","(105.09748077392578, 257.33704376220703)","(596.7073059082031, 389.26617431640625)","(827.7730407714844, 295.5570831298828)","(840.0745544433594, 507.1566619873047)","(542.1563110351562, 272.10009765625)","(1554.3665161132812, 219.91111755371094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
318,"(831.7446899414062, 305.99778747558594)","(1548.3705444335938, 598.6612548828125)","(1239.4462890625, 359.70338439941406)","(1557.0484008789062, 212.68489837646484)","(901.8882141113281, 322.85520935058594)","(105.00750160217285, 257.66444396972656)","(840.325927734375, 699.9878540039062)","(597.5131530761719, 390.4811553955078)","(427.3423767089844, 230.67765045166016)","(725.3785400390625, 400.6974334716797)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
319,"(1548.1755981445312, 597.9533386230469)","(829.2586669921875, 314.1566619873047)","(907.9038391113281, 326.1125793457031)","(105.31196212768555, 257.4103012084961)","(596.7481689453125, 393.9391326904297)","(851.9251403808594, 402.1051788330078)","(739.135498046875, 404.89219665527344)","(1555.2402954101562, 220.59729766845703)","(901.6987609863281, 633.8890075683594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
320,"(1549.3823852539062, 597.3181762695312)","(1571.1613159179688, 201.63524627685547)","(899.8600463867188, 328.6297912597656)","(845.7810668945312, 695.7745971679688)","(735.0293273925781, 965.9308776855469)","(838.9152221679688, 405.27821350097656)","(425.54107666015625, 230.31494903564453)","(684.6039428710938, 357.84544372558594)","(729.22607421875, 401.39105224609375)","(903.5599060058594, 631.6170959472656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
321,"(797.6454772949219, 321.17494201660156)","(1548.5103759765625, 597.8888549804688)","(1574.0643310546875, 198.27051544189453)","(887.3147277832031, 327.7266082763672)","(841.9749145507812, 699.8786926269531)","(735.4281921386719, 966.005859375)","(902.3825988769531, 631.9881286621094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
322,"(1549.810302734375, 597.3119201660156)","(1559.4297485351562, 210.07434844970703)","(864.8646850585938, 319.0632019042969)","(840.8120727539062, 700.7790222167969)","(792.1950378417969, 311.6000671386719)","(735.4384155273438, 966.2821044921875)","(738.4942932128906, 408.2167510986328)","(900.8858337402344, 632.4017639160156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
323,"(1550.2207641601562, 597.0198669433594)","(785.3692321777344, 311.1654815673828)","(1558.5597534179688, 210.44884490966797)","(837.3821105957031, 324.58445739746094)","(838.9850769042969, 702.0025024414062)","(735.2925720214844, 966.2061462402344)","(896.3403015136719, 631.6262817382812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
324,"(1171.2088623046875, 872.607177734375)","(1548.4337768554688, 597.7000427246094)","(1559.6951293945312, 209.29352569580078)","(835.3998107910156, 320.1991729736328)","(839.4677429199219, 701.4205627441406)","(786.6051330566406, 309.17970275878906)","(733.5017395019531, 966.5764465332031)","(895.4541931152344, 629.763916015625)","(784.9122009277344, 311.9137878417969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
325,"(1547.5512084960938, 599.5941467285156)","(806.3649597167969, 320.1085968017578)","(1578.8104248046875, 194.80484771728516)","(856.2166748046875, 315.229248046875)","(838.3823852539062, 703.636474609375)","(894.4798278808594, 631.2931823730469)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
326,"(1547.4464111328125, 599.3738098144531)","(1235.687255859375, 358.0889587402344)","(1169.958251953125, 872.8640441894531)","(812.5477905273438, 322.10595703125)","(1581.236572265625, 197.3784637451172)","(879.3968200683594, 325.2139892578125)","(838.6991271972656, 702.5614318847656)","(735.4891052246094, 965.8370971679688)","(893.9445190429688, 631.5028381347656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
327,"(1235.9146728515625, 357.19090270996094)","(811.3150024414062, 308.60768127441406)","(1548.3656005859375, 600.1672668457031)","(1556.1475830078125, 210.9488067626953)","(881.3669128417969, 332.8765411376953)","(844.53369140625, 699.5700988769531)","(584.591796875, 402.8271789550781)","(894.8032531738281, 630.7758178710938)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
328,"(1171.1515502929688, 873.8669128417969)","(1548.3226928710938, 598.6201171875)","(806.757080078125, 310.6157989501953)","(1566.787841796875, 205.9151840209961)","(880.4253234863281, 319.4241180419922)","(861.290283203125, 684.7763366699219)","(583.0844421386719, 404.0012512207031)","(895.7527465820312, 629.2957458496094)","(422.58580017089844, 236.49329376220703)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
329,"(1170.9785766601562, 873.4772644042969)","(1548.7250366210938, 598.3369445800781)","(1233.5126953125, 355.5963134765625)","(798.1490783691406, 314.9961853027344)","(1562.8081665039062, 208.108642578125)","(865.5143127441406, 304.452880859375)","(862.1041870117188, 684.5411071777344)","(580.6933898925781, 400.3437042236328)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
330,"(846.7238159179688, 302.67303466796875)","(1547.0068359375, 597.646484375)","(1232.8892822265625, 356.0069580078125)","(792.9931945800781, 306.15252685546875)","(859.5598754882812, 684.8113403320312)","(583.7882385253906, 400.38111877441406)","(742.2001037597656, 962.9335327148438)","(851.454345703125, 395.94541931152344)","(421.9242401123047, 235.03621673583984)","(1579.0188598632812, 194.10321807861328)","(1555.4874877929688, 221.50436401367188)","(0, 0)","(0, 0)","(0, 0)"
331,"(1547.1430053710938, 597.2255554199219)","(1232.4065551757812, 356.1902618408203)","(840.66552734375, 315.91053771972656)","(854.3148498535156, 689.3235778808594)","(583.2681579589844, 392.63829040527344)","(788.2352294921875, 299.3716278076172)","(419.81829833984375, 235.8329620361328)","(1579.2011108398438, 193.54888153076172)","(1555.3696899414062, 220.0389404296875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
332,"(815.0474548339844, 312.963134765625)","(1545.627197265625, 591.42529296875)","(1233.3806762695312, 357.5115509033203)","(849.2096557617188, 328.4373321533203)","(580.7196350097656, 391.29981994628906)","(734.8411560058594, 966.8884887695312)","(895.6454772949219, 631.4598388671875)","(418.96339416503906, 234.82003021240234)","(1578.7114868164062, 192.86390686035156)","(1554.3722534179688, 219.68358612060547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
333,"(1234.3631591796875, 357.15025329589844)","(1549.1763916015625, 586.6057434082031)","(1562.308837890625, 209.666748046875)","(734.4844665527344, 966.9590759277344)","(895.5888671875, 631.7022399902344)","(851.8556823730469, 345.27911376953125)","(656.9196166992188, 359.1826934814453)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
334,"(1544.5186767578125, 607.6708374023438)","(1583.769287109375, 195.33504486083984)","(791.132568359375, 311.7333526611328)","(733.837890625, 966.6596374511719)","(895.0681762695312, 631.0291137695312)","(852.8716430664062, 345.04876708984375)","(418.1689147949219, 234.84349060058594)","(649.0293579101562, 355.4600372314453)","(706.4684143066406, 404.56590270996094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
335,"(1547.3468017578125, 601.2526550292969)","(1234.65869140625, 357.1502227783203)","(1579.6497192382812, 194.64000701904297)","(854.7471313476562, 687.2501220703125)","(733.3252258300781, 966.9418029785156)","(893.0582885742188, 629.689697265625)","(850.2283325195312, 336.44427490234375)","(418.93603515625, 233.73560333251953)","(653.1444702148438, 355.1530456542969)","(704.952392578125, 407.1513671875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
336,"(827.4282531738281, 303.7790985107422)","(805.4804992675781, 413.75929260253906)","(1548.5971069335938, 603.3564147949219)","(1234.411376953125, 356.7811737060547)","(1578.1529541015625, 192.9301986694336)","(853.4735107421875, 688.0610961914062)","(814.4689331054688, 304.00462341308594)","(733.9328308105469, 966.29150390625)","(894.5469055175781, 630.9732971191406)","(842.1821594238281, 339.28932189941406)","(419.0758972167969, 232.17404174804688)","(655.3717651367188, 355.12290954589844)","(0, 0)","(0, 0)"
337,"(828.9104614257812, 303.3218231201172)","(794.9900817871094, 425.5885772705078)","(1547.2562255859375, 603.19384765625)","(1234.6404418945312, 356.8931121826172)","(1565.0861206054688, 208.51898956298828)","(853.0289306640625, 688.9066467285156)","(575.5241088867188, 384.97532653808594)","(734.7103576660156, 966.2098999023438)","(894.6916198730469, 630.5272521972656)","(836.6409912109375, 346.4378662109375)","(731.6770935058594, 333.9921569824219)","(0, 0)","(0, 0)","(0, 0)"
