ID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
500,"(1548.8604736328125, 601.5318603515625)","(1569.6688842773438, 204.05630493164062)","(593.9706726074219, 399.1508483886719)","(751.1221923828125, 305.60142517089844)","(893.7685241699219, 628.8306274414062)","(821.2450866699219, 327.173095703125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
501,"(1548.236328125, 601.8750915527344)","(844.8339233398438, 318.8685760498047)","(592.9141540527344, 401.7113037109375)","(783.6383056640625, 304.459716796875)","(1581.0381469726562, 194.04318237304688)","(541.064697265625, 282.3855895996094)","(898.11865234375, 629.708251953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
502,"(829.1298217773438, 296.1089172363281)","(1547.8340454101562, 600.5782775878906)","(1578.3510131835938, 196.02690887451172)","(866.6612548828125, 302.83184814453125)","(854.8245849609375, 687.9942321777344)","(595.3426513671875, 402.48487854003906)","(857.5838317871094, 396.8487243652344)","(542.6811828613281, 283.8150177001953)","(898.3236694335938, 631.7870483398438)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
503,"(1172.4586181640625, 873.859130859375)","(1546.4881591796875, 599.9517517089844)","(1575.3131103515625, 198.8414535522461)","(871.4325866699219, 303.0279083251953)","(598.7873840332031, 403.0553894042969)","(894.0354614257812, 630.7615661621094)","(545.0950012207031, 284.4855194091797)","(679.0524597167969, 375.66624450683594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
504,"(833.7103881835938, 306.8166198730469)","(1545.6028442382812, 600.8252868652344)","(1566.9393310546875, 205.63976287841797)","(858.6585998535156, 306.63055419921875)","(850.4612731933594, 692.8104858398438)","(600.5387268066406, 400.265625)","(730.5657348632812, 967.1220397949219)","(847.795654296875, 391.3197937011719)","(543.4075317382812, 286.9984436035156)","(679.5289306640625, 373.67486572265625)","(898.4405212402344, 632.9725952148438)","(0, 0)","(0, 0)","(0, 0)"
505,"(1558.8417358398438, 210.86061096191406)","(852.5431213378906, 306.7822265625)","(601.0185241699219, 399.85816955566406)","(892.8897094726562, 627.8197937011719)","(546.2525939941406, 286.15196228027344)","(687.1910095214844, 375.69232177734375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
506,"(1547.8167114257812, 592.0796508789062)","(776.1075134277344, 309.7380065917969)","(1557.3720092773438, 212.15454864501953)","(832.7565307617188, 310.8352813720703)","(605.6742248535156, 398.6040954589844)","(537.0771179199219, 290.96527099609375)","(897.4784851074219, 633.3040466308594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
507,"(501.67579650878906, 211.56710052490234)","(1548.11669921875, 592.5856018066406)","(734.4178466796875, 965.6221618652344)","(1559.083740234375, 210.88331604003906)","(813.9175720214844, 311.905029296875)","(604.3374328613281, 399.25498962402344)","(893.4342956542969, 631.5103759765625)","(731.1278381347656, 409.2577819824219)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
508,"(507.5552673339844, 202.2844467163086)","(1549.1294555664062, 597.1839904785156)","(720.5306091308594, 345.3574981689453)","(1558.5286254882812, 211.61536407470703)","(806.6240539550781, 312.01312255859375)","(603.8074645996094, 399.28529357910156)","(893.9308471679688, 631.2914733886719)","(730.9815979003906, 409.90980529785156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
509,"(1548.2174072265625, 598.2857055664062)","(771.0234375, 312.4452209472656)","(1558.897705078125, 210.70246124267578)","(828.1734924316406, 309.72511291503906)","(858.9028625488281, 685.9788818359375)","(606.12939453125, 403.28819274902344)","(729.947509765625, 408.9942169189453)","(899.1866760253906, 632.4971923828125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
510,"(1549.3877563476562, 597.9753723144531)","(1241.7401733398438, 356.90618896484375)","(813.2319946289062, 312.34544372558594)","(1558.6171264648438, 211.9463882446289)","(845.6680908203125, 311.0479431152344)","(604.9721069335938, 402.6033020019531)","(844.3150024414062, 412.21022033691406)","(537.2554321289062, 288.0011749267578)","(737.0805969238281, 412.0155029296875)","(899.3140869140625, 633.5582580566406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
511,"(830.7380676269531, 315.12059020996094)","(514.5121765136719, 204.65269470214844)","(1549.665771484375, 598.4883422851562)","(1239.8772583007812, 358.0411376953125)","(1559.1331176757812, 212.6440658569336)","(852.6468505859375, 318.8647155761719)","(848.7244262695312, 696.0215148925781)","(600.861328125, 401.1819152832031)","(743.8022766113281, 959.3043212890625)","(894.9955139160156, 631.4617004394531)","(736.3356323242188, 410.2447967529297)","(0, 0)","(0, 0)","(0, 0)"
512,"(1549.7493286132812, 598.3974609375)","(1560.4375, 212.21263122558594)","(843.9151306152344, 312.69215393066406)","(845.3959045410156, 400.61781311035156)","(686.1726379394531, 372.3507537841797)","(735.5696105957031, 408.48570251464844)","(900.3041381835938, 633.2191467285156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
513,"(826.2735595703125, 306.92958068847656)","(1547.22265625, 599.1562194824219)","(1560.1058959960938, 212.15017700195312)","(847.1549682617188, 309.22483825683594)","(686.5102233886719, 374.2690887451172)","(736.3034973144531, 407.6861267089844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
514,"(809.0784606933594, 308.0756530761719)","(502.69798278808594, 224.98697662353516)","(1547.876708984375, 598.5247497558594)","(1559.7698364257812, 212.4264144897461)","(861.7293090820312, 319.1207580566406)","(600.5176391601562, 402.37928771972656)","(685.0629577636719, 374.4142303466797)","(900.3377075195312, 633.3660278320312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
515,"(503.7473449707031, 226.0633087158203)","(1548.0755004882812, 599.16943359375)","(798.2490234375, 307.1585235595703)","(1560.4193115234375, 212.81442260742188)","(859.0884094238281, 325.6375732421875)","(599.9216003417969, 403.4710388183594)","(681.2666625976562, 374.214111328125)","(734.7503967285156, 407.0718231201172)","(900.3358154296875, 633.06884765625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
516,"(507.8994445800781, 225.53057098388672)","(1547.06494140625, 600.1227722167969)","(786.4332885742188, 302.3436737060547)","(1559.1275024414062, 212.99893188476562)","(852.867919921875, 310.74244689941406)","(596.1241455078125, 403.97447204589844)","(703.8286437988281, 390.8283996582031)","(900.4748840332031, 633.6039428710938)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
517,"(507.3050994873047, 217.48648834228516)","(1546.6262817382812, 601.0346069335938)","(1241.4620361328125, 357.7626953125)","(800.2073669433594, 296.6109619140625)","(1559.90625, 212.14515686035156)","(851.9210815429688, 306.6950378417969)","(592.1142272949219, 402.4073181152344)","(529.8687591552734, 274.6177062988281)","(724.3919372558594, 399.01507568359375)","(900.3359680175781, 632.9163818359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
518,"(506.7436981201172, 221.18443298339844)","(1547.552001953125, 600.411376953125)","(1240.6275634765625, 355.43023681640625)","(810.7798156738281, 292.28114318847656)","(1560.3688354492188, 212.11334991455078)","(837.5594177246094, 306.5220031738281)","(586.6460571289062, 405.09588623046875)","(895.3567810058594, 631.0798950195312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
519,"(504.86041259765625, 218.6548614501953)","(1547.9273681640625, 599.367431640625)","(1238.0376586914062, 357.04119873046875)","(796.5399780273438, 304.14524841308594)","(1560.52880859375, 211.92493438720703)","(842.7603149414062, 699.020263671875)","(584.5664978027344, 403.3928985595703)","(735.3193664550781, 966.0156555175781)","(893.1018676757812, 628.3973083496094)","(842.6142272949219, 395.02671813964844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
520,"(1547.7423095703125, 598.8919982910156)","(783.5973205566406, 328.94354248046875)","(1555.3941040039062, 213.95413208007812)","(829.7001647949219, 325.7436218261719)","(895.0274963378906, 631.0465393066406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
521,"(1548.3748779296875, 600.7489318847656)","(770.6781616210938, 332.9768981933594)","(1555.7752075195312, 212.3479461669922)","(828.5931396484375, 323.7552947998047)","(894.2133483886719, 631.1424255371094)","(419.0333709716797, 232.40543365478516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
522,"(1548.155517578125, 599.65576171875)","(753.9385070800781, 333.0700378417969)","(1556.5225219726562, 212.62615203857422)","(822.98095703125, 325.27842712402344)","(572.6936340332031, 393.9312438964844)","(893.7134094238281, 630.2159729003906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
523,"(798.8263854980469, 421.4420928955078)","(1547.1290893554688, 600.8677368164062)","(1556.2681884765625, 213.13462829589844)","(814.0089111328125, 323.2995147705078)","(894.7937927246094, 630.4938354492188)","(657.1527709960938, 359.58209228515625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
524,"(1549.04638671875, 594.3304443359375)","(757.2708435058594, 314.169189453125)","(1555.9351806640625, 212.34507751464844)","(808.9799499511719, 317.1759948730469)","(569.9720153808594, 388.3014373779297)","(894.1458435058594, 630.8609008789062)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
525,"(482.9757995605469, 206.68811798095703)","(1548.2471313476562, 592.1890869140625)","(1557.259033203125, 211.67343139648438)","(800.9128723144531, 313.7639617919922)","(894.098388671875, 631.5237426757812)","(639.3180236816406, 366.7910461425781)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
526,"(479.4121551513672, 207.12136840820312)","(1546.8236083984375, 593.0521850585938)","(1557.4130859375, 211.25344848632812)","(813.9389953613281, 316.6378936767578)","(844.8587036132812, 697.2850952148438)","(898.9035339355469, 632.9300842285156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
527,"(849.3031311035156, 309.9385528564453)","(1547.4398803710938, 593.0635681152344)","(1557.3895874023438, 211.11032104492188)","(859.6147766113281, 684.2081604003906)","(849.3248291015625, 409.3991241455078)","(900.2842712402344, 631.4112243652344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
528,"(855.5484619140625, 313.977783203125)","(1546.9292602539062, 593.37939453125)","(1556.4170532226562, 210.6361846923828)","(859.48779296875, 684.1325378417969)","(679.2584838867188, 400.6422119140625)","(843.0311889648438, 411.1846466064453)","(899.6091918945312, 630.422607421875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
529,"(837.1160888671875, 312.8292694091797)","(1546.2810668945312, 593.7153625488281)","(1557.1055297851562, 212.33458709716797)","(862.6492309570312, 307.5797119140625)","(841.13623046875, 699.3735656738281)","(682.7904052734375, 401.908447265625)","(893.8514709472656, 629.18359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
530,"(1546.0414428710938, 593.6808471679688)","(1558.014404296875, 209.36026763916016)","(833.2885437011719, 314.84901428222656)","(856.3568725585938, 691.0023193359375)","(894.6365661621094, 630.7821044921875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
531,"(1545.7010498046875, 593.0172424316406)","(1240.1859130859375, 357.2003631591797)","(1556.6555786132812, 210.79804229736328)","(819.8261413574219, 319.11378479003906)","(844.9778137207031, 697.2649536132812)","(671.4676208496094, 400.63275146484375)","(797.658203125, 307.50482177734375)","(736.9167175292969, 966.5238037109375)","(894.1847229003906, 630.1736450195312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
532,"(1545.8950805664062, 593.1014709472656)","(1237.0179443359375, 357.1324462890625)","(1556.262939453125, 210.8462677001953)","(847.651123046875, 692.6739196777344)","(776.8750915527344, 297.1091766357422)","(891.9994506835938, 626.9218444824219)","(823.4453430175781, 313.6339111328125)","(623.9587097167969, 361.20616149902344)","(671.0696411132812, 408.08636474609375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
533,"(1545.7598266601562, 594.31982421875)","(1236.827880859375, 356.749267578125)","(1555.795654296875, 210.44470977783203)","(845.2257690429688, 695.3578186035156)","(766.2720031738281, 307.48939514160156)","(736.5340270996094, 966.9441833496094)","(893.6467590332031, 631.7279357910156)","(816.30810546875, 316.6790313720703)","(623.702880859375, 359.6562805175781)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
534,"(1546.6817016601562, 597.3801574707031)","(1236.830322265625, 356.8365478515625)","(1557.6975708007812, 209.00588989257812)","(808.1528625488281, 320.86346435546875)","(842.0790405273438, 698.796630859375)","(627.1164855957031, 361.65223693847656)","(757.8888244628906, 307.76490783691406)","(893.6333618164062, 631.7220153808594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
535,"(1547.163818359375, 599.0494995117188)","(1237.9459838867188, 357.10595703125)","(759.0760803222656, 315.2773742675781)","(1564.3292236328125, 203.257568359375)","(818.1851501464844, 325.71522521972656)","(845.8769836425781, 696.6863708496094)","(735.4102172851562, 967.7642822265625)","(893.7372131347656, 631.3630065917969)","(626.1806640625, 361.11302185058594)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
536,"(1546.906005859375, 599.4162902832031)","(1243.8528442382812, 356.2174835205078)","(1572.6328735351562, 196.85906982421875)","(835.2421264648438, 306.8834228515625)","(854.1544494628906, 689.4137573242188)","(895.3383483886719, 630.5617065429688)","(781.863037109375, 298.78761291503906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
537,"(843.1327514648438, 297.80133056640625)","(1543.6043701171875, 603.6001586914062)","(1249.9560546875, 355.0290985107422)","(817.3130187988281, 295.7315216064453)","(1574.7452392578125, 193.52507781982422)","(858.8461303710938, 684.9501953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
538,"(1544.605712890625, 604.7136840820312)","(1242.5162353515625, 355.85789489746094)","(823.6108093261719, 308.55897521972656)","(1574.4398193359375, 196.6480712890625)","(839.28759765625, 307.1387634277344)","(858.9133605957031, 684.459228515625)","(892.8226013183594, 624.6433715820312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
539,"(1547.8365478515625, 600.8923034667969)","(1247.3177490234375, 355.91151428222656)","(1577.792236328125, 193.30071258544922)","(831.6620483398438, 310.5384826660156)","(858.0076293945312, 685.5638732910156)","(894.906982421875, 630.1291809082031)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
540,"(799.8686218261719, 317.9200439453125)","(1548.5029296875, 600.5519104003906)","(857.6289367675781, 686.7930908203125)","(895.4936828613281, 628.6377258300781)","(493.4420471191406, 279.05128479003906)","(1578.475830078125, 192.51998138427734)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
541,"(766.6532592773438, 331.8721923828125)","(1548.8019409179688, 600.1279296875)","(895.4355163574219, 629.6359558105469)","(1581.2794799804688, 192.28925323486328)","(496.8675842285156, 278.8598937988281)","(1577.5736083984375, 193.62225341796875)","(1553.2498168945312, 221.05914306640625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
542,"(778.757568359375, 328.29515075683594)","(1548.7117919921875, 600.7208862304688)","(894.8401489257812, 628.8438415527344)","(1576.1458740234375, 194.11782836914062)","(717.1373291015625, 325.06434631347656)","(1551.58544921875, 222.02510833740234)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
543,"(792.3380126953125, 318.2679901123047)","(1548.0291137695312, 601.7025451660156)","(894.3991088867188, 628.4818725585938)","(1576.2205200195312, 194.2244644165039)","(715.7203674316406, 329.7998962402344)","(1551.2493896484375, 221.90241241455078)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
544,"(1547.1842651367188, 608.53125)","(805.493408203125, 313.1529083251953)","(890.7869873046875, 614.4786376953125)","(1577.0645141601562, 194.28011322021484)","(703.6427917480469, 400.17860412597656)","(1552.3175048828125, 221.500244140625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
545,"(477.6623077392578, 207.8559112548828)","(1170.5700073242188, 874.082763671875)","(1547.3204956054688, 602.2501220703125)","(774.9361572265625, 296.0545959472656)","(819.9241333007812, 311.52207946777344)","(853.3638916015625, 687.1956481933594)","(567.9718933105469, 388.58448791503906)","(734.774658203125, 966.5040893554688)","(894.3898315429688, 631.0310974121094)","(1577.0487060546875, 194.4124298095703)","(1553.1370849609375, 222.24151611328125)","(0, 0)","(0, 0)","(0, 0)"
546,"(1547.7081298828125, 597.9353332519531)","(1236.0907592773438, 356.7004699707031)","(1558.344970703125, 216.34944915771484)","(827.7815551757812, 312.44773864746094)","(894.3031311035156, 631.0267639160156)","(1577.993408203125, 193.53631591796875)","(706.7273864746094, 394.96253967285156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
547,"(475.5972595214844, 202.95793914794922)","(1170.1554565429688, 873.7125549316406)","(1546.4308471679688, 597.9644775390625)","(1235.253173828125, 356.4936065673828)","(834.5923156738281, 306.4725036621094)","(854.8101501464844, 687.8629150390625)","(894.2619934082031, 631.1076965332031)","(1577.6351318359375, 192.72017669677734)","(661.3666687011719, 360.56739807128906)","(713.4058532714844, 396.3667755126953)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
548,"(479.5881805419922, 204.36319732666016)","(1561.52685546875, 211.73501586914062)","(839.8864135742188, 308.9953155517578)","(857.1329956054688, 685.5293579101562)","(587.66162109375, 390.84283447265625)","(1577.772216796875, 193.8461151123047)","(669.72119140625, 366.38926696777344)","(721.0418090820312, 401.50148010253906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
549,"(825.6095581054688, 316.66783142089844)","(1545.4406127929688, 594.7943725585938)","(842.5867919921875, 311.17030334472656)","(105.91175079345703, 257.2169494628906)","(854.3043518066406, 687.8753662109375)","(590.4064331054688, 391.56146240234375)","(893.9572448730469, 630.4466247558594)","(532.5505828857422, 275.08817291259766)","(1578.250244140625, 192.68311309814453)","(671.9748840332031, 365.0580596923828)","(1551.5798950195312, 224.1492919921875)","(0, 0)","(0, 0)","(0, 0)"
550,"(788.3202514648438, 323.6073760986328)","(491.66033935546875, 195.65280151367188)","(1546.4432983398438, 597.7715148925781)","(828.352783203125, 322.5511932373047)","(855.9969482421875, 683.1943054199219)","(584.0789184570312, 394.1675262451172)","(1579.8123779296875, 189.59151458740234)","(678.87646484375, 365.7823791503906)","(1549.1851196289062, 223.95609283447266)","(897.742431640625, 631.8535461425781)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
551,"(492.86228942871094, 189.60234832763672)","(1546.5800170898438, 597.6506652832031)","(735.8880615234375, 320.0780944824219)","(858.2095947265625, 683.9466857910156)","(586.0681762695312, 394.2559051513672)","(790.3051147460938, 326.4305114746094)","(1579.7064208984375, 189.43907165527344)","(680.525146484375, 368.18194580078125)","(1549.6727905273438, 223.81584930419922)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
552,"(774.1259155273438, 322.4783935546875)","(497.0750427246094, 195.7678680419922)","(1547.156982421875, 599.6539611816406)","(595.0789794921875, 396.5230407714844)","(735.2586975097656, 319.6228790283203)","(108.34359359741211, 257.35693359375)","(858.4708862304688, 682.3428344726562)","(1583.3173217773438, 187.14960479736328)","(1579.9557495117188, 188.4289093017578)","(1550.6221313476562, 223.8323516845703)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
553,"(498.78173828125, 198.83869171142578)","(787.2052001953125, 316.70030212402344)","(107.68513488769531, 258.09668731689453)","(858.7439270019531, 683.2740783691406)","(893.8771667480469, 630.3084411621094)","(541.0416259765625, 291.0280303955078)","(680.3051452636719, 372.68934631347656)","(1548.8351440429688, 223.3587417602539)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
554,"(1545.7574462890625, 594.9642028808594)","(1237.77294921875, 360.1359100341797)","(805.8346862792969, 302.8173065185547)","(838.5975341796875, 311.56602478027344)","(860.382568359375, 681.7351684570312)","(594.3558959960938, 403.33824157714844)","(543.1388244628906, 301.1976318359375)","(1581.8238525390625, 188.47085571289062)","(679.1381225585938, 375.2583770751953)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
555,"(830.6597900390625, 310.3797149658203)","(1545.759765625, 594.4729614257812)","(1241.0097045898438, 358.1746826171875)","(865.6687316894531, 311.4038543701172)","(864.5661926269531, 676.6462097167969)","(597.1957397460938, 405.62290954589844)","(544.4608459472656, 305.5204620361328)","(1579.9073486328125, 189.11219787597656)","(681.2250061035156, 370.68943786621094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
556,"(832.5547180175781, 309.76414489746094)","(1546.70849609375, 596.7891235351562)","(1240.9799194335938, 356.9852294921875)","(859.3218078613281, 306.7471160888672)","(851.8666687011719, 690.1948547363281)","(597.1587829589844, 407.5110626220703)","(892.7961730957031, 628.3954772949219)","(845.7283935546875, 408.03953552246094)","(1586.0980224609375, 186.83516693115234)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
557,"(1547.205078125, 597.8611145019531)","(1241.0325927734375, 357.6207580566406)","(837.8993225097656, 308.65113830566406)","(861.8334350585938, 681.3537292480469)","(601.7996520996094, 406.8492431640625)","(850.397705078125, 405.11732482910156)","(1584.5916748046875, 186.3453826904297)","(677.1153259277344, 386.268798828125)","(1549.3132934570312, 224.51636505126953)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
558,"(825.9656677246094, 316.59486389160156)","(1548.0774536132812, 601.4578247070312)","(1239.8413696289062, 356.626708984375)","(829.3260192871094, 312.61021423339844)","(861.3573303222656, 683.7763671875)","(601.9793701171875, 407.99627685546875)","(843.4926147460938, 402.84800720214844)","(450.77423095703125, 239.54938507080078)","(1583.6056518554688, 186.93054962158203)","(1550.216064453125, 224.58972930908203)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
559,"(1548.9586181640625, 600.9886169433594)","(781.1343994140625, 322.4793395996094)","(826.611083984375, 316.86924743652344)","(857.1770629882812, 685.3426208496094)","(599.9166870117188, 411.5041809082031)","(821.8687133789062, 412.09490966796875)","(509.9079895019531, 225.8542251586914)","(1583.4698486328125, 187.5876693725586)","(1550.8898315429688, 224.0075912475586)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
560,"(786.9120178222656, 418.5884552001953)","(1547.6853637695312, 600.4834594726562)","(1240.576416015625, 355.63719177246094)","(854.4261474609375, 689.6870422363281)","(600.1192626953125, 409.4236145019531)","(814.3660278320312, 318.7306365966797)","(1583.166259765625, 188.3536605834961)","(746.8568725585938, 319.9637908935547)","(890.5931091308594, 630.1992797851562)","(1548.8372192382812, 224.23934936523438)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
561,"(1547.4647827148438, 598.8439636230469)","(1240.54541015625, 356.0442199707031)","(790.474609375, 321.53094482421875)","(856.6611633300781, 688.1991577148438)","(599.2917785644531, 408.048828125)","(848.1181030273438, 499.94309997558594)","(1583.3635864257812, 188.74457550048828)","(719.8071594238281, 324.3929901123047)","(889.7353210449219, 628.893798828125)","(1549.0721435546875, 224.09048461914062)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
562,"(512.7044219970703, 220.3565902709961)","(1547.0733032226562, 599.3665771484375)","(1240.3883666992188, 356.03221130371094)","(727.0628967285156, 327.7589569091797)","(790.1346740722656, 325.8673095703125)","(596.8996887207031, 408.46876525878906)","(894.2007751464844, 630.7518920898438)","(1582.776123046875, 189.73695373535156)","(109.50032424926758, 259.56307220458984)","(1578.3021240234375, 192.35215759277344)","(1548.1433715820312, 223.2736053466797)","(0, 0)","(0, 0)","(0, 0)"
563,"(1546.4835815429688, 599.9589538574219)","(1240.9786376953125, 356.12640380859375)","(757.4276733398438, 311.2047424316406)","(817.4354553222656, 333.51319885253906)","(594.3760070800781, 409.71922302246094)","(893.7884826660156, 631.1445922851562)","(1582.7282104492188, 190.64643096923828)","(1548.9286499023438, 224.51161193847656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
564,"(1546.9788208007812, 601.1549377441406)","(1240.3306884765625, 356.3024597167969)","(838.5743103027344, 325.0927429199219)","(775.9041137695312, 303.5701141357422)","(734.375244140625, 966.1397399902344)","(893.5350036621094, 630.9152221679688)","(1582.6903076171875, 189.8724136352539)","(1548.38037109375, 224.2007064819336)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
565,"(1546.6587524414062, 601.781982421875)","(1241.1849365234375, 356.005859375)","(852.6114501953125, 318.1016082763672)","(842.097412109375, 699.6556396484375)","(796.3882446289062, 308.2858581542969)","(733.9374084472656, 966.4346618652344)","(893.4570617675781, 631.4105834960938)","(1582.6272583007812, 190.1168212890625)","(669.4583740234375, 373.987548828125)","(1549.12353515625, 224.0357666015625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
566,"(1547.7258911132812, 600.7525024414062)","(1241.1854858398438, 356.2649230957031)","(810.4966125488281, 317.20257568359375)","(868.8802490234375, 314.88148498535156)","(855.5571594238281, 691.142822265625)","(894.4047546386719, 630.4508666992188)","(1583.2007446289062, 189.29744720458984)","(1548.8330688476562, 223.90377044677734)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
567,"(1547.4740600585938, 605.0885314941406)","(1241.0810546875, 355.5354919433594)","(871.0821533203125, 311.78541564941406)","(840.419921875, 700.8513488769531)","(586.1258544921875, 412.7599639892578)","(817.15576171875, 301.21119689941406)","(736.8564453125, 967.3970031738281)","(894.7496948242188, 630.4212951660156)","(1549.4776000976562, 222.8666763305664)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
568,"(1547.4315185546875, 606.7603454589844)","(1240.601318359375, 355.82191467285156)","(865.8376159667969, 306.53228759765625)","(840.0969848632812, 701.3125610351562)","(584.6436157226562, 409.5025939941406)","(817.0657348632812, 294.6516418457031)","(736.6705017089844, 966.1990661621094)","(894.329833984375, 627.9760131835938)","(421.64393615722656, 237.54894256591797)","(108.41770553588867, 258.8659896850586)","(1551.20556640625, 221.97156524658203)","(0, 0)","(0, 0)","(0, 0)"
