23,"[572.4665222167969, 412.42071533203125]","[602.9703063964844, 254.6186752319336]","[583.9461059570312, 831.3748779296875]","[802.8078002929688, 972.9014892578125]","[688.4838256835938, 887.8769836425781]","[940.1126098632812, 929.757568359375]","[522.3378143310547, 975.9601745605469]","[573.4185485839844, 303.3009338378906]","[696.0665893554688, 842.2377319335938]","[583.3195190429688, 972.0122985839844]","[561.8611450195312, 254.78433227539062]","[686.5870666503906, 776.9203796386719]","[586.2926330566406, 886.2435302734375]","[627.9415588378906, 835.5537414550781]"
24,"[573.0504455566406, 412.80970764160156]","[602.9364013671875, 254.01531982421875]","[583.6143798828125, 831.722900390625]","[802.570068359375, 972.6626586914062]","[688.0697937011719, 886.6798095703125]","[940.1553955078125, 929.3075866699219]","[522.2171630859375, 976.0559387207031]","[573.3665161132812, 302.92376708984375]","[696.1177062988281, 841.3972473144531]","[583.0114135742188, 972.2453308105469]","[562.0785827636719, 254.4004898071289]","[687.4122924804688, 776.1002502441406]","[586.4458923339844, 886.5857849121094]","[627.5926818847656, 835.3824768066406]"
25,"[572.2351989746094, 412.4988250732422]","[602.6417236328125, 254.0439224243164]","[582.7265625, 831.2522888183594]","[803.1315307617188, 972.4175415039062]","[688.7476806640625, 885.760498046875]","[939.6773376464844, 928.9024047851562]","[521.9852142333984, 975.913818359375]","[573.2552185058594, 302.4822082519531]","[695.732177734375, 839.8737182617188]","[583.1709289550781, 972.0639343261719]","[561.7562255859375, 254.33226013183594]","[687.8907470703125, 774.6828002929688]","[586.3136901855469, 886.3507385253906]","[627.5018005371094, 834.6380310058594]"
26,"[572.5791625976562, 412.5158233642578]","[602.3994750976562, 253.92230987548828]","[581.8114929199219, 830.4305419921875]","[803.1030883789062, 972.1221313476562]","[689.3305969238281, 884.9409484863281]","[940.1686706542969, 928.916748046875]","[521.7716522216797, 975.8700866699219]","[573.2146911621094, 302.3831329345703]","[694.7912902832031, 838.7115783691406]","[582.9869995117188, 971.9366455078125]","[561.5881958007812, 254.2730941772461]","[688.6608276367188, 773.3457336425781]","[586.0482788085938, 886.0145263671875]","[627.1988525390625, 834.5397644042969]"
27,"[572.4669799804688, 412.72503662109375]","[602.5574340820312, 254.0735092163086]","[581.4390258789062, 830.3178405761719]","[803.1279296875, 971.8373107910156]","[689.777587890625, 884.4355773925781]","[940.4302062988281, 928.6701965332031]","[521.8777923583984, 976.2388305664062]","[573.1554870605469, 302.3715057373047]","[694.4228210449219, 838.0195007324219]","[583.0884094238281, 972.0310668945312]","[561.3670043945312, 254.2047576904297]","[688.9271545410156, 772.9014282226562]","[585.8995666503906, 885.6850280761719]","[626.9852600097656, 834.4263000488281]"
28,"[571.7286071777344, 412.8449249267578]","[602.1103820800781, 253.4129409790039]","[581.4292602539062, 830.263427734375]","[802.9878540039062, 971.2499694824219]","[690.4698791503906, 883.4104614257812]","[940.7245483398438, 927.3105773925781]","[521.8174591064453, 976.6511535644531]","[572.8250732421875, 302.05316162109375]","[694.8023071289062, 837.5305786132812]","[582.714599609375, 971.9703063964844]","[560.9608154296875, 254.0388641357422]","[689.0585021972656, 772.5038452148438]","[586.0833740234375, 885.8026428222656]","[626.6495666503906, 834.1238403320312]"
29,"[572.3312072753906, 413.1232452392578]","[601.8435974121094, 254.08030700683594]","[581.5269775390625, 830.4504699707031]","[803.1046142578125, 970.6969909667969]","[690.034423828125, 882.9311828613281]","[940.6491394042969, 927.3671875]","[521.5373687744141, 976.84619140625]","[572.8096313476562, 302.83233642578125]","[695.2320556640625, 836.8690490722656]","[582.6150817871094, 971.4872436523438]","[560.5879821777344, 254.36952209472656]","[688.9872436523438, 772.254638671875]","[585.4903564453125, 885.6389770507812]","[626.3667907714844, 834.1763916015625]"
30,"[572.3059692382812, 412.51246643066406]","[601.3219299316406, 254.35941314697266]","[581.1364135742188, 830.5715026855469]","[803.0833740234375, 969.6723937988281]","[689.4035949707031, 882.8683166503906]","[941.4169311523438, 927.1623840332031]","[520.7175140380859, 976.0665893554688]","[572.3506469726562, 302.82208251953125]","[693.7595825195312, 836.5440063476562]","[581.7863464355469, 972.1073913574219]","[560.8060607910156, 254.65126037597656]","[688.9927062988281, 771.3927307128906]","[585.4120788574219, 886.0232849121094]","[625.6344604492188, 834.2538146972656]"
31,"[572.0212097167969, 413.44786071777344]","[600.9048767089844, 254.91732788085938]","[580.8753356933594, 830.6700439453125]","[802.8903198242188, 969.7767333984375]","[689.2326049804688, 883.0450439453125]","[941.3516540527344, 927.5824279785156]","[520.8074951171875, 975.965087890625]","[571.9563598632812, 303.126953125]","[693.9940490722656, 836.7981872558594]","[581.796875, 971.7388000488281]","[560.1129150390625, 255.09512329101562]","[688.7237548828125, 771.4141235351562]","[585.1345520019531, 886.0839233398438]","[625.5625, 834.283447265625]"
32,"[572.0221557617188, 413.9585418701172]","[600.8583679199219, 255.05801391601562]","[580.6637878417969, 829.8197326660156]","[802.4584350585938, 969.4954528808594]","[689.1065063476562, 882.621337890625]","[941.5549621582031, 926.6724548339844]","[520.8717193603516, 975.6319580078125]","[571.5893249511719, 304.0782165527344]","[693.7544860839844, 836.9212341308594]","[581.7640380859375, 971.6468811035156]","[559.582275390625, 255.5742645263672]","[687.935302734375, 771.3656616210938]","[584.7035217285156, 885.6589965820312]","[625.1630554199219, 834.3291015625]"
33,"[572.2974853515625, 413.9263916015625]","[600.3720397949219, 255.2057876586914]","[580.4853515625, 829.7035827636719]","[802.3488159179688, 969.6662292480469]","[689.1348876953125, 882.5426025390625]","[941.3546447753906, 926.79736328125]","[520.8355255126953, 975.4840698242188]","[571.6414489746094, 305.2318420410156]","[693.4944763183594, 837.1737060546875]","[581.5892028808594, 971.8514099121094]","[559.36474609375, 256.0630187988281]","[687.5610046386719, 771.3207397460938]","[584.4824523925781, 885.5552062988281]","[625.1139526367188, 834.2993469238281]"
34,"[572.2920227050781, 413.84124755859375]","[599.908447265625, 255.44793701171875]","[580.069580078125, 829.2649841308594]","[802.0730895996094, 969.8492431640625]","[688.5345458984375, 882.3877258300781]","[941.0252380371094, 926.9685974121094]","[520.6053009033203, 975.3045349121094]","[570.6854553222656, 306.5762023925781]","[693.5082702636719, 837.16259765625]","[581.2628479003906, 971.2355041503906]","[557.6183166503906, 256.58643341064453]","[687.4454345703125, 771.54052734375]","[584.1552429199219, 885.1116333007812]","[624.9531555175781, 834.3887329101562]"
35,"[571.7828063964844, 414.4021759033203]","[598.9240417480469, 256.4091567993164]","[580.21728515625, 829.4261779785156]","[802.0548706054688, 969.3960876464844]","[688.3056030273438, 882.4433898925781]","[940.2490844726562, 927.2629699707031]","[520.4597473144531, 975.41943359375]","[570.7898864746094, 307.986572265625]","[693.6357727050781, 837.1382751464844]","[581.1001586914062, 971.0991516113281]","[557.6356201171875, 257.0262908935547]","[687.0932922363281, 772.1085510253906]","[584.3345336914062, 885.4087829589844]","[624.5869140625, 834.1312866210938]"
36,"[571.2850952148438, 414.819091796875]","[597.6074829101562, 256.9327621459961]","[579.8362731933594, 829.4187927246094]","[801.8492736816406, 969.4605102539062]","[687.4487609863281, 882.2562255859375]","[939.4151306152344, 927.85400390625]","[520.5235900878906, 975.0626831054688]","[570.099853515625, 309.5259552001953]","[693.1492614746094, 837.0576782226562]","[580.87255859375, 971.4736938476562]","[556.694091796875, 257.89549255371094]","[686.0980224609375, 772.1089477539062]","[583.8880920410156, 885.2489624023438]","[624.1524047851562, 834.0652770996094]"
37,"[570.9593200683594, 414.2864227294922]","[596.654296875, 258.11307525634766]","[579.9163513183594, 829.5279235839844]","[802.240478515625, 969.323486328125]","[686.7258605957031, 882.4961853027344]","[939.3099975585938, 928.2848510742188]","[520.7367401123047, 974.905029296875]","[570.362060546875, 310.69398498535156]","[693.1419372558594, 836.6753234863281]","[580.8316650390625, 971.4295654296875]","[555.7956237792969, 259.08697509765625]","[685.7000122070312, 772.4580383300781]","[583.6002807617188, 885.3150939941406]","[624.3175964355469, 833.8994445800781]"
38,"[570.9766845703125, 414.34832763671875]","[596.7222290039062, 259.4189147949219]","[579.9671936035156, 829.1327514648438]","[802.1047058105469, 969.5040588378906]","[686.1852722167969, 882.6650695800781]","[938.7611694335938, 928.7487487792969]","[520.5872497558594, 974.8299255371094]","[570.2875061035156, 311.45484924316406]","[692.5733337402344, 837.0351867675781]","[580.5354309082031, 971.4599914550781]","[555.3892822265625, 260.1581344604492]","[685.1821899414062, 772.7140502929688]","[583.1951293945312, 885.3040161132812]","[623.7682189941406, 833.8957214355469]"
39,"[570.6650390625, 413.93067932128906]","[596.6519775390625, 260.110107421875]","[579.872314453125, 828.7605285644531]","[802.1856384277344, 969.4180297851562]","[685.3211364746094, 882.964111328125]","[938.5574035644531, 929.1877136230469]","[520.6346282958984, 974.8331604003906]","[570.1912231445312, 311.5571594238281]","[692.4153442382812, 837.88623046875]","[580.6190490722656, 971.4510803222656]","[555.1004943847656, 261.02659606933594]","[685.2926635742188, 772.4151611328125]","[582.8621215820312, 885.4192504882812]","[623.6112060546875, 833.7357177734375]"
40,"[570.4466857910156, 413.7222900390625]","[596.7055969238281, 260.48978424072266]","[579.5918884277344, 828.3327026367188]","[801.2296447753906, 969.7051391601562]","[684.7364807128906, 882.7749938964844]","[938.9775390625, 928.1382141113281]","[520.4502563476562, 975.2184448242188]","[570.2128295898438, 312.6397705078125]","[691.5233154296875, 838.3035278320312]","[579.6678771972656, 970.8590698242188]","[555.4514465332031, 262.2824172973633]","[684.5055847167969, 772.5153503417969]","[582.8257446289062, 885.2457885742188]","[622.4998168945312, 833.4464111328125]"
41,"[570.19140625, 413.4872283935547]","[596.5699157714844, 260.7323226928711]","[579.5023803710938, 828.0802917480469]","[801.0660705566406, 969.8858947753906]","[684.8884582519531, 882.2741088867188]","[938.6143188476562, 927.8873596191406]","[520.3955993652344, 974.9169311523438]","[570.1252136230469, 312.9023895263672]","[691.4981689453125, 837.857421875]","[579.701416015625, 970.95849609375]","[555.3631896972656, 262.50279998779297]","[684.3948059082031, 772.2908630371094]","[582.6992492675781, 885.2925720214844]","[622.4295043945312, 833.0506896972656]"
42,"[569.8318786621094, 412.81324768066406]","[596.5283813476562, 261.1066207885742]","[579.4588012695312, 828.1257934570312]","[801.31396484375, 969.8221130371094]","[684.7820129394531, 881.7206726074219]","[938.8203125, 927.4737548828125]","[520.4825744628906, 975.2843933105469]","[569.9882202148438, 312.9617156982422]","[691.2338562011719, 837.6286010742188]","[579.6424255371094, 971.0300598144531]","[555.1568908691406, 262.94628143310547]","[684.2560729980469, 772.2472534179688]","[582.5544738769531, 885.0643310546875]","[622.2962036132812, 833.089599609375]"
43,"[569.5751342773438, 412.46861267089844]","[596.6747741699219, 261.1124572753906]","[579.3996276855469, 828.0572509765625]","[801.0390930175781, 969.3750305175781]","[684.7816162109375, 881.3524780273438]","[938.5846557617188, 927.4390258789062]","[520.4038696289062, 975.1970520019531]","[569.9867553710938, 312.7138214111328]","[691.1323852539062, 837.1681518554688]","[579.7188720703125, 970.788818359375]","[555.2414855957031, 262.8141174316406]","[684.7342224121094, 772.2221374511719]","[582.3196105957031, 884.9718017578125]","[622.0687866210938, 832.7218322753906]"
44,"[569.550048828125, 412.2070617675781]","[596.9591064453125, 260.80433654785156]","[579.8196105957031, 827.8597717285156]","[801.3759460449219, 969.1183166503906]","[684.8854370117188, 880.6694946289062]","[938.8843078613281, 926.8193359375]","[520.2526702880859, 975.0153198242188]","[570.2208251953125, 312.59315490722656]","[690.8860168457031, 836.6558837890625]","[579.8159484863281, 970.4120483398438]","[555.3084106445312, 262.21395111083984]","[684.8748779296875, 771.7976684570312]","[582.3134765625, 884.7179565429688]","[622.0669555664062, 832.825927734375]"
45,"[569.2535400390625, 412.0270538330078]","[597.1539001464844, 260.45874786376953]","[579.9122314453125, 827.9425659179688]","[801.3059692382812, 968.8730163574219]","[684.8446960449219, 880.88720703125]","[938.5787048339844, 927.1546020507812]","[520.1475219726562, 975.2613830566406]","[570.1242980957031, 312.1972961425781]","[691.0992431640625, 836.7999267578125]","[579.7465209960938, 970.5269165039062]","[555.4590454101562, 261.2064208984375]","[684.92333984375, 771.7728576660156]","[582.5389099121094, 884.7583618164062]","[622.2678527832031, 832.9765319824219]"
46,"[568.9524841308594, 411.36985778808594]","[597.2788696289062, 260.14168548583984]","[580.1864013671875, 828.0579223632812]","[801.0948791503906, 968.7290954589844]","[684.6636047363281, 880.2235717773438]","[938.3489074707031, 927.628662109375]","[520.2997589111328, 975.6633911132812]","[569.9913940429688, 311.62571716308594]","[691.0123291015625, 836.3153076171875]","[580.143798828125, 970.6848754882812]","[555.7843322753906, 260.2493209838867]","[685.3817443847656, 771.7394409179688]","[583.0910949707031, 885.0283203125]","[622.7047119140625, 832.9017333984375]"
47,"[568.8250122070312, 411.5495910644531]","[597.3523559570312, 259.06177520751953]","[580.0499877929688, 828.1844787597656]","[801.1662902832031, 968.703125]","[684.7387390136719, 879.8906555175781]","[938.1633911132812, 927.5932006835938]","[520.226806640625, 975.5902709960938]","[569.6874084472656, 310.9180908203125]","[691.2509765625, 836.4316711425781]","[579.9759826660156, 970.521240234375]","[555.9917907714844, 259.5552673339844]","[685.2904968261719, 771.4429626464844]","[583.0475158691406, 884.8977966308594]","[622.5581359863281, 832.95947265625]"
48,"[568.6946411132812, 411.40660095214844]","[597.7951049804688, 257.7282485961914]","[580.0478210449219, 828.5006408691406]","[801.1470336914062, 968.6312255859375]","[684.9030456542969, 880.2571105957031]","[937.9208984375, 927.6130981445312]","[520.0979614257812, 975.7005004882812]","[570.3238220214844, 309.6419372558594]","[691.6408081054688, 836.0823059082031]","[579.7983093261719, 970.5606994628906]","[556.6742248535156, 258.15802001953125]","[685.6020202636719, 771.080078125]","[583.2941589355469, 884.8138122558594]","[622.8061218261719, 833.102294921875]"
49,"[568.8725891113281, 410.99542236328125]","[598.3204040527344, 256.8452911376953]","[580.2497253417969, 828.4523620605469]","[801.3872375488281, 968.8162536621094]","[684.6829833984375, 879.5571899414062]","[938.0663757324219, 927.3156127929688]","[519.9950866699219, 975.7438659667969]","[570.71630859375, 308.9068298339844]","[692.1001586914062, 835.7057800292969]","[579.8735046386719, 970.479248046875]","[556.7442321777344, 257.3020935058594]","[685.5034790039062, 770.9133911132812]","[583.58447265625, 884.7145080566406]","[622.918701171875, 833.0261535644531]"
50,"[569.0115661621094, 410.57862854003906]","[599.1966552734375, 255.79639434814453]","[580.5114135742188, 829.9153442382812]","[801.5522155761719, 967.5525512695312]","[685.1437072753906, 880.2846374511719]","[937.9219360351562, 929.1298522949219]","[519.41845703125, 975.5916748046875]","[570.827392578125, 307.11888122558594]","[692.0771179199219, 836.3298950195312]","[579.5041809082031, 970.6869506835938]","[557.2239074707031, 256.90196228027344]","[685.6404113769531, 771.4134216308594]","[583.8735046386719, 884.9253540039062]","[623.1902160644531, 834.3409423828125]"
51,"[568.8656311035156, 410.0911407470703]","[599.9941101074219, 254.8999481201172]","[580.5678100585938, 830.0433044433594]","[801.7314147949219, 967.7909240722656]","[685.1493225097656, 880.1316223144531]","[938.2822265625, 928.5982055664062]","[519.7246551513672, 975.1509399414062]","[571.5263061523438, 305.65711975097656]","[692.0265197753906, 836.249267578125]","[579.2937927246094, 970.555908203125]","[558.6420288085938, 255.9639663696289]","[685.6255187988281, 771.3891906738281]","[583.8509826660156, 884.8940734863281]","[623.2825317382812, 834.3904113769531]"
