0,"[2000.7211303710938, 580.1063842773438]","[2036.45458984375, 1408.4679565429688]","[2732.1536865234375, 1590.7694702148438]","[2461.79736328125, 1685.6834106445312]","[2718.676513671875, 1590.0460815429688]","[2133.7308349609375, 1410.5079345703125]","[1971.1455078125, 262.69322967529297]","[1908.42041015625, 1690.4788208007812]","[2045.9681396484375, 1519.8526000976562]","[1994.673828125, 363.76329040527344]","[2250.0892333984375, 1429.7711791992188]","[2228.771240234375, 1289.5823364257812]","[2009.49072265625, 1692.6637573242188]","[2041.4202270507812, 253.9051055908203]"
1,"[1998.7891845703125, 580.9493408203125]","[2037.6530151367188, 1410.6292114257812]","[2734.8695068359375, 1591.092041015625]","[2463.1240234375, 1684.524169921875]","[2135.078857421875, 1409.2495727539062]","[1968.0205688476562, 271.2579650878906]","[2046.943603515625, 1522.5131225585938]","[1989.39697265625, 373.3118896484375]","[2252.8831787109375, 1428.82568359375]","[2235.175537109375, 1286.2612915039062]","[2228.316650390625, 1524.3958740234375]","[2007.5036010742188, 1692.6870727539062]","[2038.3533935546875, 261.74369049072266]"
2,"[1996.7626342773438, 579.6634216308594]","[2038.3004150390625, 1411.3302612304688]","[2737.1129150390625, 1592.1954956054688]","[2465.316650390625, 1684.9985961914062]","[2723.221435546875, 1592.0599365234375]","[2135.9085693359375, 1409.80419921875]","[1963.7688598632812, 268.30126953125]","[2046.2029418945312, 1522.5792846679688]","[1986.3013916015625, 373.63758850097656]","[2254.099609375, 1429.9735107421875]","[2236.893310546875, 1287.6011962890625]","[2231.8126220703125, 1520.4970703125]","[2002.746337890625, 1694.4307861328125]","[2034.6087646484375, 259.98291778564453]"
3,"[1997.3785400390625, 582.9721984863281]","[2037.4544067382812, 1412.1436767578125]","[2736.1541748046875, 1591.1994018554688]","[2463.018310546875, 1686.2523193359375]","[2133.849365234375, 1411.2642211914062]","[1966.0532836914062, 259.6014175415039]","[2046.5883178710938, 1523.2379150390625]","[1987.2505493164062, 365.4407501220703]","[2250.5123291015625, 1435.7250366210938]","[2233.751708984375, 1289.7944946289062]","[2231.3770751953125, 1526.0955810546875]","[2000.8206787109375, 1694.3895874023438]","[2035.066650390625, 254.24887084960938]"
4,"[1997.0734252929688, 582.080810546875]","[2036.8922729492188, 1412.4180908203125]","[2734.1173095703125, 1592.30908203125]","[2467.408203125, 1687.7257080078125]","[2721.3297119140625, 1591.2056884765625]","[2133.9522705078125, 1412.158203125]","[2241.7066650390625, 1441.0086059570312]","[1971.96240234375, 245.48414611816406]","[2047.1868896484375, 1520.3034057617188]","[1991.333740234375, 355.4489288330078]","[2228.213134765625, 1293.0510864257812]","[2227.2677001953125, 1528.8111572265625]","[2008.2275390625, 1694.4736328125]","[2041.9820556640625, 241.95177459716797]"
5,"[1999.892333984375, 580.1457214355469]","[2035.0717163085938, 1410.8426513671875]","[2732.453857421875, 1592.8142700195312]","[2463.7821044921875, 1687.3368530273438]","[2720.863525390625, 1592.9660034179688]","[2130.84814453125, 1412.09521484375]","[1974.2763671875, 239.83892822265625]","[2046.4671020507812, 1522.9772338867188]","[1994.5836791992188, 346.99395751953125]","[2226.6751708984375, 1293.2423095703125]","[2003.4763793945312, 1693.1293334960938]","[2047.8399047851562, 236.1929702758789]"
6,"[2000.8079223632812, 579.1228942871094]","[2034.0646362304688, 1409.69384765625]","[2732.2508544921875, 1596.114013671875]","[2463.935791015625, 1685.0953979492188]","[2726.048583984375, 1596.3125]","[2132.0235595703125, 1408.4657592773438]","[1974.9586791992188, 238.36690521240234]","[2044.3203735351562, 1524.3945922851562]","[1997.1533203125, 343.56455993652344]","[2249.8043212890625, 1427.3988647460938]","[2229.7667236328125, 1287.1163330078125]","[2002.448974609375, 1692.5077514648438]","[2051.447509765625, 233.60150909423828]"
7,"[1997.54150390625, 579.7997131347656]","[2031.1016845703125, 1410.3682250976562]","[2461.7757568359375, 1680.7915649414062]","[2726.3721923828125, 1596.4251708984375]","[2133.3076171875, 1407.9650268554688]","[2248.1549072265625, 1423.6876220703125]","[1973.6732177734375, 240.77080535888672]","[2041.43115234375, 1516.9654541015625]","[1994.7869262695312, 345.2816619873047]","[2230.857177734375, 1282.2634887695312]","[2006.3932495117188, 1693.3292236328125]","[2048.4466552734375, 235.11924743652344]"
8,"[1995.1885986328125, 581.1436462402344]","[2028.650390625, 1407.1262817382812]","[2459.9945068359375, 1679.8895874023438]","[2725.6842041015625, 1595.233642578125]","[2134.537353515625, 1407.8814697265625]","[2246.5377197265625, 1425.4631958007812]","[1970.3082275390625, 246.16958618164062]","[2029.0075073242188, 1531.16943359375]","[1905.78759765625, 1688.0574951171875]","[1989.9531860351562, 354.4674072265625]","[2229.43701171875, 1283.5953979492188]","[2227.51220703125, 1517.4083251953125]","[2007.3914184570312, 1691.6187133789062]","[2040.6456298828125, 242.92604064941406]"
9,"[1996.6173095703125, 578.7368469238281]","[2026.548583984375, 1406.2989501953125]","[2460.1510009765625, 1679.4072875976562]","[2721.7135009765625, 1591.9805908203125]","[2128.3876953125, 1406.1094970703125]","[2240.4979248046875, 1426.7235107421875]","[1966.0880737304688, 259.8436050415039]","[1907.08251953125, 1687.5415649414062]","[2040.0068969726562, 1514.9602661132812]","[1986.745849609375, 365.33746337890625]","[2224.59326171875, 1284.8782958984375]","[2004.6011352539062, 1691.0723876953125]","[2033.5645141601562, 255.27395629882812]"
10,"[1994.6033325195312, 577.6957702636719]","[2024.3946533203125, 1404.8334350585938]","[2456.9549560546875, 1678.7645874023438]","[2720.60009765625, 1588.7083129882812]","[2122.9840087890625, 1405.517822265625]","[2236.555908203125, 1426.9631958007812]","[1963.5498046875, 265.52113342285156]","[2021.91650390625, 1535.3455810546875]","[1909.7337646484375, 1684.4072875976562]","[1985.6124267578125, 371.0722961425781]","[2221.42578125, 1283.3695678710938]","[2220.1707763671875, 1518.099853515625]","[2004.6038818359375, 1691.0620727539062]","[2031.799072265625, 259.2478790283203]"
11,"[1992.7406616210938, 577.19189453125]","[2024.9658203125, 1404.375732421875]","[2457.8189697265625, 1677.9658203125]","[2720.63671875, 1590.34130859375]","[2127.0799560546875, 1404.3590698242188]","[2237.1070556640625, 1424.2940673828125]","[1965.4044189453125, 261.5335235595703]","[2022.52001953125, 1534.8705444335938]","[1906.694091796875, 1688.6585693359375]","[1987.2990112304688, 366.21241760253906]","[2223.6566162109375, 1282.6668701171875]","[2222.6058349609375, 1514.1527709960938]","[2003.5563354492188, 1691.422119140625]","[2034.7901611328125, 257.18182373046875]"
12,"[1991.5512084960938, 579.0835571289062]","[2027.7634887695312, 1406.8900756835938]","[2458.736328125, 1680.1165161132812]","[2721.6046142578125, 1590.3196411132812]","[2142.4744873046875, 1406.6386108398438]","[2235.9178466796875, 1424.2515869140625]","[1969.7914428710938, 247.99578857421875]","[2024.13720703125, 1533.9927368164062]","[1905.3323974609375, 1689.5338134765625]","[1988.8521728515625, 355.5579528808594]","[2225.73779296875, 1281.4683227539062]","[2217.7587890625, 1514.0675048828125]","[2001.913818359375, 1691.7577514648438]","[2041.0961303710938, 244.1539306640625]"
13,"[1994.2840576171875, 579.1904907226562]","[2028.2098388671875, 1408.1361694335938]","[2457.6878662109375, 1680.1976318359375]","[2722.515625, 1589.6465454101562]","[2129.61572265625, 1406.0125122070312]","[2236.1141357421875, 1427.7000732421875]","[1971.3226318359375, 236.36819458007812]","[2026.3229370117188, 1533.134521484375]","[1908.206787109375, 1686.4346313476562]","[1991.5530395507812, 342.5269775390625]","[2223.369873046875, 1283.0762939453125]","[2003.7205810546875, 1690.9025268554688]","[2045.0777587890625, 232.00699615478516]"
14,"[1997.3373413085938, 577.1394348144531]","[2028.7799072265625, 1408.4871215820312]","[2458.640625, 1680.1445922851562]","[2721.8369140625, 1587.9055786132812]","[2132.6324462890625, 1406.0195922851562]","[2237.00830078125, 1428.9002075195312]","[1972.0264892578125, 230.7630615234375]","[2029.5347900390625, 1528.9635620117188]","[1991.9002685546875, 335.8698425292969]","[2222.28271484375, 1285.2806396484375]","[2001.7399291992188, 1691.4725952148438]","[2044.5137329101562, 227.8885040283203]"
