0,"[393.6619415283203, 804.0723571777344]","[529.7982788085938, 676.6986389160156]"
1,"[392.21307373046875, 804.1220092773438]","[530.7669677734375, 675.7725524902344]"
2,"[381.7565155029297, 803.0971984863281]","[528.9256439208984, 677.4342956542969]"
3,"[381.81536865234375, 806.72900390625]","[522.3542327880859, 678.5370178222656]"
4,"[379.71099853515625, 806.7952880859375]","[521.5162506103516, 681.5630187988281]"
5,"[379.8770294189453, 806.6912536621094]","[522.1056976318359, 682.39404296875]"
6,"[381.24378967285156, 806.1532897949219]","[522.1458587646484, 680.9558410644531]"
7,"[390.8308563232422, 806.1563110351562]","[542.3102416992188, 670.710205078125]"
8,"[394.06739807128906, 809.9020080566406]","[532.6972198486328, 683.1539001464844]"
9,"[388.9860382080078, 810.595703125]","[533.9960327148438, 685.6617736816406]"
10,"[383.05133056640625, 809.337890625]","[524.6124114990234, 686.0399780273438]"
11,"[374.18833923339844, 804.5508728027344]","[518.9930725097656, 679.1534423828125]"
12,"[370.84832763671875, 801.8699035644531]","[520.5147552490234, 674.9964294433594]"
13,"[372.6997985839844, 799.7004699707031]","[519.7209167480469, 675.9843139648438]"
14,"[378.7940673828125, 803.6080932617188]","[522.0384674072266, 674.7077331542969]"
15,"[378.4661407470703, 804.2456359863281]","[521.8486480712891, 674.7859191894531]"
16,"[373.9898223876953, 800.86328125]","[518.0118408203125, 677.0231323242188]"
17,"[368.11000061035156, 798.5465393066406]","[519.0504150390625, 672.9290771484375]"
18,"[370.0511779785156, 798.01318359375]","[520.8859252929688, 672.7594909667969]"
19,"[375.9357604980469, 799.0039978027344]","[520.8572540283203, 672.9633483886719]"
20,"[379.7279968261719, 803.8744506835938]","[522.3363494873047, 674.20947265625]"
21,"[378.49615478515625, 803.1263427734375]","[520.0718688964844, 676.1033325195312]"
22,"[369.6084289550781, 799.4140014648438]","[521.1612548828125, 673.08544921875]"
23,"[366.5508117675781, 799.426025390625]","[518.9131011962891, 672.6841430664062]"
24,"[369.0578918457031, 799.4754638671875]","[520.6686706542969, 674.1951904296875]"
25,"[381.08587646484375, 803.6209716796875]","[518.6396942138672, 678.396240234375]"
26,"[394.540283203125, 808.9810791015625]","[548.0568237304688, 673.5126647949219]"
27,"[445.03395080566406, 805.0804748535156]","[586.8813781738281, 677.4506530761719]"
28,"[728.0909729003906, 721.8734130859375]","[637.7578430175781, 658.0213012695312]","[510.54246520996094, 777.2302551269531]"
29,"[750.830078125, 813.7054748535156]","[742.6749572753906, 694.2322692871094]","[643.2945251464844, 635.1612548828125]","[540.3667144775391, 717.4892578125]","[533.8753509521484, 777.1286926269531]"
